objectid,name,yearpublished,sortindex,minplayers,maxplayers,minplaytime,maxplaytime,totalvotes,usersrated,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic
8957,Renegade Legion  Centurion \u2013 Blood & Steel,1988,5173,2,4,60,60,1,237,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
66798,Heckmeck Barbecue,2010,5174,2,5,25,25,3,402,Dice Rolling, Push Your Luck,NaN,NaN,NaN,NaN
209951,Thunder in the East,2018,5175,2,4,480,720,1,97,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
154125,Pocket Battles  Confederacy vs Union,2014,5176,2,2,30,30,2,188,Area Movement, Dice Rolling,NaN,NaN,NaN,NaN
256422,Warhammer Age of Sigmar (Second Edition),2018,5177,2,2,90,90,3,102,Dice Rolling, Modular Board, Point to Point Movement, Variable Player Powers,NaN,NaN
180179,Siggil,2015,5178,1,4,20,20,8,334,Hand Management, Set Collection,NaN,NaN,NaN,NaN
269526,Valley of the Vikings,2019,5179,2,4,15,20,8,211,Roll / Spin and Move, Worker Placement,NaN,NaN,NaN,NaN
193212,Chariot Race  The Great Chariot Race,2016,5180,2,6,15,45,9,622,Dice Rolling, Race,NaN,NaN,NaN,NaN
76247,Eaten by Zombies!,2011,5181,2,4,30,30,19,1116,Card Drafting, Deck, Hand Management,NaN,NaN,NaN
145501,Fun Farm,2013,5182,2,10,15,15,4,443,Dice Rolling, Pattern Recognition,NaN,NaN,NaN,NaN
243797,Mezo,2019,5183,2,4,90,120,9,131,Area Majority / Influence, Simultaneous Action Selection, Variable Player Powers,NaN,NaN,NaN
134524,Lion Rampant,2014,5184,2,2,60,60,1,110,Dice Rolling,NaN,NaN,NaN,NaN,NaN
202207,Virulence  An Infectious Card Game,2016,5185,2,5,10,20,8,218,Auction/Bidding, Betting and Bluffing, Deck, Dice Rolling, Hand Management, Push Your Luck
129348,FAB  Golan '73,2016,5186,2,2,240,240,3,116,Action Points, Area Movement, Chit-Pull System, Dice Rolling, Secret Unit Deployment, Simulation
236931,Battle Hymn Vol. 1  Gettysburg and Pea Ridge,2018,5187,1,2,45,480,4,113,Chit-Pull System, Dice Rolling, Hexagon Grid,NaN,NaN,NaN
158356,Minuscule,2014,5188,2,6,15,15,5,234,Betting and Bluffing, Hand Management,NaN,NaN,NaN,NaN
262547,Don't Get Got!,2018,5189,2,10,0,0,4,151,Acting,NaN,NaN,NaN,NaN,NaN
40550,Star Trek Customizable Card Game (Second Edition),2002,5190,2,2,45,45,5,225,Action Points, Secret Unit Deployment,NaN,NaN,NaN,NaN
12567,Russia Besieged,2004,5191,2,2,360,360,7,150,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
131581,Soccero (second edition),2012,5192,2,2,45,45,4,164,Grid Movement, Roll / Spin and Move, Simulation,NaN,NaN,NaN
1463,Girl Genius  The Works,2001,5193,2,4,30,30,9,686,Modular Board,NaN,NaN,NaN,NaN,NaN
661,Where's Bob's Hat?,1990,5194,3,5,45,45,9,398,Trick-taking,NaN,NaN,NaN,NaN,NaN
229453,CV Pocket,2017,5195,2,4,20,30,2,270,Deck, Set Collection,NaN,NaN,NaN,NaN
246873,K\u00f6nigsberg  The Soviet Attack on East Prussia,2018,5196,1,3,240,480,3,97,Chit-Pull System, Hexagon Grid,NaN,NaN,NaN,NaN
199357,By Order of the Queen,2017,5197,2,4,90,120,6,269,Cooperative Game, Dice Rolling,NaN,NaN,NaN,NaN
1519,Kult,1995,5198,2,99,45,45,4,213,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
171037,Doctor Panic,2016,5199,2,9,12,12,2,372,Cooperative Game,NaN,NaN,NaN,NaN,NaN
427,Grass,1980,5200,2,6,60,60,13,1088,Hand Management, Take That,NaN,NaN,NaN,NaN
161880,The Quiet Year,2013,5201,2,4,180,180,7,111,Card Drafting, Role Playing, Storytelling,NaN,NaN,NaN
129615,DOG Royal,2012,5202,2,6,45,45,8,250,Hand Management, Team-Based Game,NaN,NaN,NaN,NaN
68188,Lev\u00e9e en Masse  The Wars of the French Revolution,2010,5203,1,1,30,30,9,253,Action Points, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement,NaN,NaN
1525,Dixie  Bull Run,1994,5204,2,2,60,60,8,357,Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Secret Unit Deployment,NaN
153004,Lemminge,2014,5205,2,5,30,30,8,288,Hand Management,NaN,NaN,NaN,NaN,NaN
194081,Deathwatch  Overkill,2016,5206,2,2,60,60,2,187,Dice Rolling, Modular Board, Variable Player Powers,NaN,NaN,NaN
216798,Telestrations  6 Player Family Pack,2014,5207,4,6,15,20,4,140,Line Drawing, Paper-and-Pencil,NaN,NaN,NaN,NaN
2944,Halli Galli,1990,5208,2,6,10,10,27,2210,Pattern Recognition, Player Elimination,NaN,NaN,NaN,NaN
359,Bucket Brigade,1998,5209,3,5,30,30,7,621,Hand Management,NaN,NaN,NaN,NaN,NaN
2520,Renegade Legion  Interceptor,1987,5210,2,4,120,120,4,218,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
187289,Here,2016,5211,3,6,30,30,3,490,Area Movement, Hand Management, Set Collection,NaN,NaN,NaN
186904,The Champion of the Wild,2018,5212,3,8,20,35,3,167,Voting,NaN,NaN,NaN,NaN,NaN
243993,La Stanza,2019,5213,2,4,60,90,6,169,Area Movement, Set Collection,NaN,NaN,NaN,NaN
3595,Squint,2002,5214,3,8,30,30,9,725,Line Drawing, Tile Placement,NaN,NaN,NaN,NaN
141419,Koi Pond  A Coy Card Game,2013,5215,2,4,20,20,3,183,Card Drafting, Hand Management, Set Collection,NaN,NaN,NaN
14258,Blood Feud in New York,2004,5216,2,6,180,180,9,651,Area Majority / Influence, Area Movement, Dice Rolling, Player Elimination,NaN,NaN
41100,King Philip's War,2010,5217,2,2,120,120,15,166,Point to Point Movement,NaN,NaN,NaN,NaN,NaN
189062,Red Flags,2015,5218,3,10,30,30,7,485,Storytelling,NaN,NaN,NaN,NaN,NaN
285894,Noch mal so gut!,2019,5219,1,6,20,20,0,127,Dice Rolling,NaN,NaN,NaN,NaN,NaN
18057,Anno Domini  Natur,1998,5220,2,8,30,30,3,180,Card Drafting,NaN,NaN,NaN,NaN,NaN
89695,RoboDerby  Express,2011,5221,2,2,45,45,11,153,Action Queue, Dice Rolling, Modular Board, Simultaneous Action Selection,NaN,NaN
236484,Facecards,2017,5222,3,7,20,20,4,239,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
48979,Wazabi  Spicy Edition,2008,5223,2,6,20,20,13,1016,Dice Rolling, Hand Management,NaN,NaN,NaN,NaN
28302,Oware,550,5224,2,2,20,20,7,297,Mancala,NaN,NaN,NaN,NaN,NaN
1145,City of Chaos,1996,5225,1,6,300,300,6,205,Modular Board, Role Playing, Storytelling, Tile Placement, Variable Player Powers,NaN
247313,Woodlands,2018,5226,2,4,20,40,3,202,Tile Placement,NaN,NaN,NaN,NaN,NaN
38364,Days of Steam,2009,5227,2,4,30,60,7,684,Dice Rolling, Hand Management, Network and Route Building, Pick-up and Deliver, Point to Point Movement, Tile Placement
76207,Blockade Runner,2010,5228,2,6,90,90,11,230,Auction/Bidding, Pick-up and Deliver, Variable Phase Order,NaN,NaN,NaN
4839,Berlin '85  The Enemy at the Gates,1980,5229,2,2,180,180,6,235,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
23827,Millionen von Schwalben,2006,5230,3,6,120,120,7,129,Betting and Bluffing, Dice Rolling,NaN,NaN,NaN,NaN
77011,For Crown & Kingdom,2016,5231,2,4,45,45,11,197,Area Majority / Influence, Area Movement, Modular Board, Rondel,NaN,NaN
128204,Ars Victor,2013,5232,2,2,60,60,7,152,Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Hexagon Grid, Modular Board,NaN
3836,Legend of the Burning Sands,1998,5233,2,6,60,60,4,173,Card Game, Collectible Components, Fantasy,NaN,NaN,NaN
133747,Bauhaus,2013,5234,2,4,30,30,13,229,Enclosure,NaN,NaN,NaN,NaN,NaN
218179,Princess Jing,2018,5235,2,2,15,30,1,280,Grid Movement,NaN,NaN,NaN,NaN,NaN
38471,Corps Command  Dawn's Early Light,2010,5236,2,2,120,240,5,135,Chit-Pull System, Dice Rolling, Hexagon Grid,NaN,NaN,NaN
8284,Assault  Tactical Combat in Europe \u2013 1985,1983,5237,2,2,180,180,3,228,Hexagon Grid, Secret Unit Deployment,NaN,NaN,NaN,NaN
7176,Panzer Grenadier  Battle of the Bulge,2002,5238,2,2,360,360,6,181,Dice Rolling, Hexagon Grid, Secret Unit Deployment,NaN,NaN,NaN
909,Saturn,1997,5239,2,4,30,30,1,194,Action / Dexterity,NaN,NaN,NaN,NaN,NaN
154895,Wizard's Academy,2016,5240,1,6,90,180,4,172,Cooperative Game, Modular Board, Variable Player Powers,NaN,NaN,NaN
142503,One Night Werewolf,2012,5241,3,7,10,10,5,457,Team-Based Game, Traitor Game, Variable Player Powers, Voting,NaN,NaN
4244,Highway to the Reich (first and second editions),1976,5242,1,5,360,360,5,178,Hexagon Grid, Paper-and-Pencil,NaN,NaN,NaN,NaN
194233,Cartoon Network Crossover Crisis Deck-Building Game,2016,5243,2,5,30,45,1,208,Deck,NaN,NaN,NaN,NaN,NaN
36,Federation and Empire,1986,5244,2,8,300,300,5,387,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
181328,Cornwall,2015,5245,2,4,30,30,5,253,Area Majority / Influence, Enclosure, Tile Placement,NaN,NaN,NaN
94731,Heroica  Fortaan,2011,5246,2,4,20,20,11,766,Dice Rolling, Modular Board, Roll / Spin and Move,NaN,NaN,NaN
24511,Simply Catan,2006,5247,2,4,30,30,2,173,Dice Rolling, Hand Management, Memory, Modular Board, Network and Route Building, Trading
4200,Black Wednesday  The Battle of Krasni Bor,1995,5248,2,2,240,240,4,152,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
4085,Leningrad  The Advance of Army Group North Summer 1941,1979,5249,2,2,90,90,4,241,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
166859,Web of Spies,2014,5250,2,4,60,60,5,155,Deck, Hand Management, Push Your Luck, Take That,NaN,NaN
76436,Bismarck (second edition),1980,5251,2,2,240,240,3,184,Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simultaneous Action Selection,NaN,NaN
87200,Dragon Valley,2012,5252,2,4,120,120,16,221,Area Movement, Tile Placement,NaN,NaN,NaN,NaN
67,Conquest +,1974,5253,2,4,120,120,5,349,Action Points, Point to Point Movement,NaN,NaN,NaN,NaN
6767,Attack Vector  Tactical,2004,5254,2,8,240,240,5,168,Hexagon Grid, Impulse Movement, Resource to Move, Simulation,NaN,NaN
99097,Food Fight,2011,5255,2,6,30,30,12,697,Card Drafting, Hand Management,NaN,NaN,NaN,NaN
221369,Teen Titans GO! Deck-Building Game,2017,5256,2,2,30,45,3,137,Deck,NaN,NaN,NaN,NaN,NaN
175755,The Lord of the Rings  Journey to Mordor,2015,5257,2,4,20,20,12,631,Dice Rolling, Take That,NaN,NaN,NaN,NaN
40258,Buffalo Wings,2010,5258,2,2,180,180,8,110,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
1695,The Legend of Robin Hood,1979,5259,2,2,120,120,10,396,Area Movement, Dice Rolling,NaN,NaN,NaN,NaN
8495,De Bellis Multitudinis,1993,5260,2,2,180,180,4,246,Dice Rolling,NaN,NaN,NaN,NaN,NaN
226146,Tower of Madness,2018,5261,3,5,30,45,1,292,Dice Rolling, Push Your Luck, Take That, Variable Player Powers,NaN,NaN
36424,Gulf,2008,5262,3,5,45,60,6,180,Auction/Bidding, Network and Route Building, Stock Holding,NaN,NaN,NaN
233361,Doctor Who  Solitaire Story Game (Second edition),2017,5263,1,1,45,45,4,100,Dice Rolling, Storytelling,NaN,NaN,NaN,NaN
2268,Lost Patrol,2000,5264,2,4,20,30,9,320,Dice Rolling, Modular Board, Role Playing,NaN,NaN,NaN
166418,Darkrock Ventures,2016,5265,1,5,30,45,2,191,Area Majority / Influence, Dice Rolling, Pick-up and Deliver, Variable Player Powers, Worker Placement,NaN
244274,The Crusoe Crew,2019,5266,1,4,45,45,7,157,Cooperative Game,NaN,NaN,NaN,NaN,NaN
29383,GD '42,2009,5267,1,2,360,360,6,112,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
207487,Freak Shop,2016,5268,2,5,15,30,5,228,Set Collection, Trading,NaN,NaN,NaN,NaN
108665,Zpocalypse,2013,5269,1,4,100,100,16,602,Card Drafting, Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing
193485,Dastardly Dirigibles,2016,5270,2,5,60,60,5,349,Set Collection,NaN,NaN,NaN,NaN,NaN
264321,Dead Man's Cabal,2019,5271,2,4,60,60,3,169,Action Queue, Variable Phase Order,NaN,NaN,NaN,NaN
224271,Yogi,2017,5272,3,12,15,20,3,257,Player Elimination, Take That, Team-Based Game,NaN,NaN,NaN
256159,Guardians,2018,5273,2,4,30,45,4,143,Hand Management, Variable Player Powers,NaN,NaN,NaN,NaN
266444,Sherlock  13 Rehenes,2018,5274,1,8,60,60,3,155,Communication Limits, Cooperative Game, Hand Management, Memory,NaN,NaN
10682,Atlas & Zeus,2004,5275,2,2,30,30,8,301,Action Queue, Area Majority / Influence, Hand Management, Simultaneous Action Selection,NaN,NaN
3339,Diceland  Deep White Sea,2002,5276,2,5,20,20,2,278,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN
142924,Mayday!Mayday!,2013,5277,5,8,25,25,6,274,Simultaneous Action Selection, Team-Based Game, Voting,NaN,NaN,NaN
14007,The Siege of Alesia,2005,5278,2,2,300,300,5,171,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
180921,Lut\u00e8ce,2015,5279,2,5,30,90,4,214,Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection,NaN,NaN
17533,The New Easy to Master Dungeons & Dragons,1991,5280,2,8,120,120,3,221,Cooperative Game, Dice Rolling, Role Playing,NaN,NaN,NaN
217531,Wizards Wanted,2017,5281,2,4,60,60,4,201,Point to Point Movement, Set Collection,NaN,NaN,NaN,NaN
225317,Halloween,2017,5282,2,4,45,90,7,216,Action Points, Area Movement, Variable Player Powers,NaN,NaN,NaN
841,Razzia,1992,5283,3,8,30,30,6,301,Auction/Bidding, Simultaneous Action Selection,NaN,NaN,NaN,NaN
17863,The Western Front  1914 to 1918,2004,5284,2,2,360,360,3,102,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
234468,Minute Realms,2017,5285,2,5,15,30,8,252,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
5504,Napoleon's Battles,1989,5286,2,10,360,360,1,256,Miniatures, Napoleonic, Wargame,NaN,NaN,NaN
212487,AFFLICTION  Salem 1692,2017,5287,2,4,30,60,5,141,Simulation, Variable Player Powers, Worker Placement,NaN,NaN,NaN
869,Bongo!,2000,5288,2,8,15,15,6,502,Dice Rolling, Pattern Recognition,NaN,NaN,NaN,NaN
166569,House of Borgia,2017,5289,2,6,30,30,6,223,Betting and Bluffing, Dice Rolling,NaN,NaN,NaN,NaN
217576,Hellenica  Story of Greece,2019,5290,1,7,120,180,5,105,Area Majority / Influence, Area Movement, Betting and Bluffing, Dice Rolling, Die Icon Resolution, Events
3692,Firepower,1984,5291,1,6,60,60,7,482,Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation,NaN,NaN
6642,Western Front Tank Leader,1987,5292,2,2,240,240,3,187,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
162114,Hamsterbacke,2014,5293,3,5,20,20,7,239,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
241025,Penny Papers Adventures  Skull Island,2018,5294,1,99,20,20,4,291,Dice Rolling, Paper-and-Pencil, Simultaneous Action Selection,NaN,NaN,NaN
128425,Asteriated Grail,2010,5295,4,6,30,30,8,136,Card Drafting, Team-Based Game, Variable Player Powers,NaN,NaN,NaN
225214,Legendary Forests,2017,5296,2,5,15,20,1,176,Tile Placement,NaN,NaN,NaN,NaN,NaN
1371,Mustangs,1991,5297,2,4,60,150,4,247,Dice Rolling, Hexagon Grid, Simulation, Simultaneous Action Selection,NaN,NaN
103814,Streams,2011,5298,1,99,10,10,3,271,Paper-and-Pencil, Pattern Building,NaN,NaN,NaN,NaN
140612,The Hobbit  An Unexpected Journey,2013,5299,1,4,40,40,9,353,Cooperative Game, Dice Rolling, Hand Management,NaN,NaN,NaN
75782,The Phantom League COMBO,2010,5300,2,6,90,90,11,283,Modular Board, Pick-up and Deliver, Trading,NaN,NaN,NaN
42396,The Eagle and The Star,2009,5301,2,4,180,180,11,107,Campaign / Battle Card Driven, Hand Management, Point to Point Movement, Secret Unit Deployment, Simulation,NaN
147171,Soccer City,2013,5302,2,2,90,180,6,159,Grid Movement, Hand Management, Simultaneous Action Selection,NaN,NaN,NaN
258466,The Great City of Rome,2018,5303,2,4,60,60,4,259,Pattern Building,NaN,NaN,NaN,NaN,NaN
476,Mr. President,1967,5304,2,4,60,60,12,291,Hand Management,NaN,NaN,NaN,NaN,NaN
65272,Cyrano,2010,5305,4,9,45,45,4,200,Simultaneous Action Selection, Storytelling, Voting,NaN,NaN,NaN
67693,Offerings,2010,5306,3,5,60,60,6,271,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
5941,Mermaid Rain,2003,5307,3,6,45,45,5,379,Hand Management, Set Collection, Tile Placement,NaN,NaN,NaN
18400,Battle Beyond Space,2012,5308,3,4,30,60,3,289,Campaign / Battle Card Driven, Variable Player Powers,NaN,NaN,NaN,NaN
27306,Venedig,2007,5309,2,5,45,60,5,339,Card Drafting, Hand Management,NaN,NaN,NaN,NaN
162152,Ci\u00fab,2014,5310,2,4,45,45,13,455,Dice Rolling, Set Collection,NaN,NaN,NaN,NaN
179259,Garbage Day!,2016,5311,2,5,20,30,5,498,Player Elimination, Push Your Luck, Take That,NaN,NaN,NaN
207010,Paramedics  Clear!,2017,5312,1,4,30,40,5,173,Hand Management, Push Your Luck,NaN,NaN,NaN,NaN
10523,Victory & Honor,2004,5313,4,4,30,30,4,267,Hand Management, Trick-taking,NaN,NaN,NaN,NaN
256883,Comanauts,2019,5314,2,4,90,120,3,217,Cooperative Game, Dice Rolling, Variable Player Powers,NaN,NaN,NaN
74102,Der Pate,2010,5315,2,4,60,60,7,373,Dice Rolling,NaN,NaN,NaN,NaN,NaN
24410,Treasures & Traps,2006,5316,2,6,10,10,10,468,Set Collection,NaN,NaN,NaN,NaN,NaN
154804,Naruto Shippuden Deck-Building Game,2014,5317,2,5,45,90,2,192,Deck,NaN,NaN,NaN,NaN,NaN
167292,Bellz!,2014,5318,2,4,15,15,9,565,Action / Dexterity,NaN,NaN,NaN,NaN,NaN
247106,Space Marine Adventures  Labyrinth of the Necrons,2018,5319,1,4,30,30,9,140,Cooperative Game, Dice Rolling, Grid Movement, Player Elimination, Variable Player Powers,NaN
8939,Der wahre Walter,1989,5320,4,10,60,60,6,142,Betting and Bluffing, Voting,NaN,NaN,NaN,NaN
205420,Gooseberry,2016,5321,4,6,5,10,3,208,Voting,NaN,NaN,NaN,NaN,NaN
186767,Tarot Storia,2015,5322,1,2,10,10,9,324,Cooperative Game, Hand Management, Pattern Building,NaN,NaN,NaN
14039,Flix Mix,2004,5323,2,4,20,20,6,331,Pattern Recognition, Tile Placement,NaN,NaN,NaN,NaN
23917,Not War But Murder,2007,5324,2,2,240,240,7,154,Area-Impulse, Hexagon Grid,NaN,NaN,NaN,NaN
188325,'65  Squad-Level Combat in the Jungles of Vietnam,2016,5325,2,3,45,180,4,119,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
7218,18VA,2001,5326,2,5,210,210,5,126,Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement,NaN,NaN
60815,Black Powder,2009,5327,2,120,120,360,5,124,Dice Rolling,NaN,NaN,NaN,NaN,NaN
168232,Project Dreamscape,2015,5328,1,4,30,30,6,232,Deck, Set Collection,NaN,NaN,NaN,NaN
128137,Damage Report,2014,5329,2,6,45,45,7,269,Cooperative Game, Modular Board, Pick-up and Deliver, Simultaneous Action Selection, Variable Player Powers,NaN
15410,Walk the Dogs,2005,5330,2,5,30,30,8,407,Hand Management, Set Collection,NaN,NaN,NaN,NaN
129204,Blocks in the East,2012,5331,1,4,120,120,10,144,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
84834,Heights of Courage,2013,5332,1,2,240,900,2,124,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
29198,Inn-Fighting,2007,5333,3,6,30,30,16,1003,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN
507,Cartel,1973,5334,2,4,90,90,3,167,Auction/Bidding, Set Collection,NaN,NaN,NaN,NaN
223518,Scott Pilgrim's Precious Little Card Game,2017,5335,1,4,45,60,10,331,Deck, Variable Player Powers,NaN,NaN,NaN,NaN
36297,No Question of Surrender,2012,5336,2,2,180,720,1,129,Chit-Pull System, Dice Rolling, Hexagon Grid,NaN,NaN,NaN
232045,Shaky Manor,2017,5337,2,4,10,20,2,443,Pattern Building,NaN,NaN,NaN,NaN,NaN
198455,Mystic ScROLLS,2017,5338,2,4,15,25,4,214,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN
234776,Tricky Tides,2019,5339,2,4,30,45,4,152,Pick-up and Deliver, Trick-taking,NaN,NaN,NaN,NaN
289,Chariot Lords,1999,5340,3,4,360,360,6,212,Area Movement, Variable Player Powers,NaN,NaN,NaN,NaN
16362,Maus nach Haus,2005,5341,2,4,10,10,5,455,Action / Dexterity, Animals, Childrens Game,NaN,NaN,NaN
4928,Clue  50th Anniversary Edition,1999,5342,3,6,60,60,4,437,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
33155,Burrows,2010,5343,2,5,45,45,7,354,Tile Placement,NaN,NaN,NaN,NaN,NaN
145599,Journey  Wrath of Demons,2015,5344,1,4,30,75,15,197,Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver,NaN
440,Zoff in Buffalo,1998,5345,2,5,45,45,6,279,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
106753,Ouga Bouga,2011,5346,3,6,10,10,7,709,Acting, Memory,NaN,NaN,NaN,NaN
2919,Search for the Emperor's Treasure,1981,5347,2,10,60,60,3,183,Pick-up and Deliver, Player Elimination, Point to Point Movement, Roll / Spin and Move, Variable Player Powers,NaN
131332,Berserk  War of the Realms,2013,5348,2,4,40,60,6,310,Area Movement, Dice Rolling, Hand Management, Variable Player Powers,NaN,NaN
256876,Football Highlights 2052,2019,5349,1,4,45,60,7,114,Card Drafting, Deck, Hand Management,NaN,NaN,NaN
180204,1857,2015,5350,3,6,120,240,7,101,Network and Route Building, Stock Holding, Tile Placement,NaN,NaN,NaN
160853,Stuff and Nonsense,2015,5351,2,6,60,60,3,265,Set Collection,NaN,NaN,NaN,NaN,NaN
2780,Tarock,1425,5352,2,5,30,30,13,134,Hand Management, Trick-taking,NaN,NaN,NaN,NaN
33172,Monastery,2008,5353,2,4,60,60,11,350,Tile Placement,NaN,NaN,NaN,NaN,NaN
205164,Old School Tactical  Volume 2 \u2013 West Front 1944-45,2017,5354,2,3,45,180,2,95,Action Points, Hexagon Grid,NaN,NaN,NaN,NaN
258437,Bukiet,2018,5355,1,5,20,40,3,201,Area Majority / Influence, Dice Rolling, Line Drawing, Paper-and-Pencil,NaN,NaN
221372,Rick and Morty  Close Rick-Counters of the Rick Kind Deck-Building Game,2017,5356,2,5,30,70,3,251,Deck, Move Through Deck, Variable Player Powers,NaN,NaN,NaN
229543,Sakura,2017,5357,2,6,20,45,7,375,Hand Management, Take That,NaN,NaN,NaN,NaN
145424,Caf\u00e9 Melange,2013,5358,2,4,45,45,7,185,Area Majority / Influence, Hand Management,NaN,NaN,NaN,NaN
147104,Wooolf!!,2013,5359,4,8,30,30,8,224,Action Points, Betting and Bluffing, Role Playing, Variable Player Powers,NaN,NaN
140279,Clacks  A Discworld Board Game,2015,5360,1,4,45,30,3,327,Action Points, Cooperative Game, Pattern Building, Pattern Recognition, Take That,NaN
135508,The Mushroom Eaters,2013,5361,2,5,90,90,4,154,Hand Management, Point to Point Movement,NaN,NaN,NaN,NaN
262818,The Cousins' War (second edition),2018,5362,2,2,30,30,0,124,Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling,NaN,NaN,NaN
4532,Thud,2002,5363,2,2,60,60,8,436,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
9386,IceTowers,1999,5364,2,5,10,10,6,260,Set Collection, Tile Placement,NaN,NaN,NaN,NaN
15274,La Bataille de la Moskowa,1975,5365,2,2,360,1000,0,111,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
160606,Day of Days  The Invasion of Normandy 1944,2015,5366,2,8,240,2160,3,117,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
155802,Korrigans,2014,5367,2,5,45,45,2,310,Area Movement,NaN,NaN,NaN,NaN,NaN
