object_id,game_name,year_published,min_players,max_players,min_playtime,max_playtime,category_1,category_2,category_3,category_4,category_5,category_6,mech_1,mech_2,mech_3,mech_4,mech_5,mech_6,total_votes,users_rated,average,baverage,stddev,complexity,site_views
250488,This Guilty Land,2018,2,2,45,45,American War, Political,error,error,error,error,Area Majority / Influence, Campaign / Battle Card Driven, Hand Management,NaN,NaN,NaN,9,100,7.57375,5.63643,1.42916,3.3333,23917
134,Cape Horn,1999,3,5,45,45,War, Racing,error,error,error,error,Tile Placement,NaN,NaN,NaN,NaN,NaN,5,530,6.00406,5.63637,1.13943,2.0227,75705
4207,Kharkov,1978,1,2,240,240,War, War,error,error,error,error,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN,6,209,6.63397,5.63633,1.24805,2.5758,32653
194061,Cult  Choose Your God Wisely,2018,2,5,45,90,Horror, Religious,error,error,error,error,Auction/Bidding, Take That, Worker Placement,NaN,NaN,NaN,6,148,7.26135,5.63633,1.69195,3,63042
39345,Karelia '44,2011,1,2,150,450,War, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,3,121,7.31074,5.63627,1.10501,2.7143,49834
36480,Crown of Roses,2012,2,4,300,300,Medieval, War,error,error,error,error,Campaign / Battle Card Driven, Dice Rolling, Secret Unit Deployment, Simulation,NaN,NaN,14,237,6.56372,5.63622,1.75628,3.8837,152789
3679,Ramparts,1993,2,4,45,45,strategy, City Building,error,error,error,error,Point to Point Movement, Tile Placement,NaN,NaN,NaN,NaN,7,311,6.24518,5.63618,1.2985,2.3429,40571
177248,Saga of the Northmen,2016,2,4,30,40,Medieval,error,error,error,error,error,Area Majority / Influence, Card Drafting, Hand Management,NaN,NaN,NaN,6,123,7.28787,5.63614,1.46648,2.5,27508
227110,Dungeon of Mandom VIII,2017,2,4,30,30,Bluffing, card, Fantasy, Fighting,error,error,Memory, Player Elimination, Push Your Luck,NaN,NaN,NaN,4,149,6.91175,5.63613,1.20504,1.5,28292
40370,Islas Canarias,2009,2,5,45,45,Civilization, Pirates,error,error,error,error,Hand Management,NaN,NaN,NaN,NaN,NaN,7,255,6.35353,5.63611,1.21788,2.0938,32159
280896,Foodies,2019,2,5,20,30,CMON Limited, Spaghetti Western Games,error,error,error,error,Dice Rolling,NaN,NaN,NaN,NaN,NaN,1,212,6.59099,5.63609,1.54515,1.75,22670
274426,Pangea,2019,1,4,60,90,Animals, Environmental, Prehistoric,error,error,error,Action Points, Area Majority / Influence, Area Movement, Card Drafting, Time Track, Variable Player Powers,12,104,7.74567,5.63607,1.36239,3.1818,74599
66608,Two by Two,2010,2,4,45,45,Animals, Environmental, Exploration, Mythology, War, Religious,Set Collection, Tile Placement,NaN,NaN,NaN,NaN,15,468,6.03537,5.63601,1.28575,1.5217,57825
209511,Atlanta Is Ours,2018,1,2,0,0,American War, War, Dice, War,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,3,70,8.83571,5.63593,1.06811,3.8,30288
270131,KLASK 4,2019,4,4,10,10,Dexterity,error,error,error,error,error,Action / Dexterity,NaN,NaN,NaN,NaN,NaN,3,94,7.52106,5.63589,1.4163,0,15002
31821,\u3054\u3044\u305f,1860,3,4,30,30,Bluffing, card,error,error,error,error,Hand Management, Team-Based Game,NaN,NaN,NaN,NaN,8,143,6.91399,5.63578,1.48251,1.6667,22129
219638,Donner Dinner Party,2017,4,10,30,60,Bluffing, Deduction, Party Game,error,error,error,Player Elimination,NaN,NaN,NaN,NaN,NaN,5,272,6.4402,5.6356,1.58628,1.1667,40329
232090,Doodle Rush,2017,3,6,10,15,Party Game, Real-time,error,error,error,error,Elapsed Real Time Ending, Real-Time,NaN,NaN,NaN,NaN,3,190,6.61459,5.6356,1.60785,1.3333,16005
22544,Epic Dungeoneer  Call of the Lich Lord,2006,2,4,60,60,Adventure, card, Exploration, Fantasy,error,error,Dice Rolling, Modular Board, Variable Player Powers,NaN,NaN,NaN,5,297,6.30838,5.63556,1.49435,2.5385,50112
41837,Force on Force,2009,2,2,60,60,Book, Dice, Miniatures, War, War,error,Dice Rolling,NaN,NaN,NaN,NaN,NaN,3,118,7.33983,5.63553,1.57249,3.0625,40689
271055,Dwellings of Eldervale,2020,1,5,60,150,Dice, Fantasy, Miniatures,error,error,error,Area Majority / Influence, Dice Rolling, Hand Management, Modular Board, Variable Player Powers, Worker Placement,5,90,8.55378,5.6355,1.89756,3.375,87779
258389,Futuropia,2018,1,4,90,90,Economic, Environmental, industry_manuf, Political, Sci_Fi,error,Simulation,NaN,NaN,NaN,NaN,NaN,5,257,6.33384,5.63547,1.44195,2.6667,69056
179661,KINMO,2015,2,10,5,25,Animals, Bluffing, card, Negotiation,error,error,Hand Management, Set Collection, Take That,NaN,NaN,NaN,6,108,7.55944,5.63539,1.4508,1.1667,9408
183643,Jeju Island,2015,2,4,30,30,card, Travel,error,error,error,error,Area Movement, Pick-up and Deliver, Set Collection,NaN,NaN,NaN,3,206,6.52819,5.63533,1.18488,1.2,21680
1566,Simply Cosmic,1995,2,4,45,45,Negotiation, Sci_Fi,error,error,error,error,Variable Player Powers,NaN,NaN,NaN,NaN,NaN,1,220,6.45818,5.6353,1.56675,2.7647,22094
31554,Red Dragon Rising  The Coming War With China,2008,1,2,180,180,War, War,error,error,error,error,Area Movement, Dice Rolling,NaN,NaN,NaN,NaN,5,122,7.19221,5.63527,1.51418,2.8889,59036
73650,Porto Carthago,2010,3,5,90,90,Ancient,error,error,error,error,error,Worker Placement,NaN,NaN,NaN,NaN,NaN,3,237,6.4116,5.63518,1.19509,3.1034,53248
10964,April's Harvest  The Battle of Shiloh,1995,2,2,240,240,American War, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,3,145,7.07414,5.63513,1.33053,3.3929,41712
93819,War of Honor,2011,2,4,60,60,card, Fantasy,error,error,error,error,Hand Management,NaN,NaN,NaN,NaN,NaN,13,191,6.65602,5.63513,1.69411,3.3529,110087
166280,DragonFlame,2014,2,5,30,30,card, Fantasy,error,error,error,error,Area Majority / Influence, Card Drafting, Set Collection,NaN,NaN,NaN,6,222,6.62418,5.63512,1.40544,1.8,29642
260201,Manitoba,2018,2,4,60,75,Angry Lion Games, Arrakis Games, dlp games,error,error,error,Modular Board, Set Collection,NaN,NaN,NaN,NaN,5,227,6.47106,5.6351,1.60834,2.5833,68067
201037,Ghostbusters  Protect the Barrier Game,2016,2,4,30,30,Adventure, Fantasy, Adaptation,error,error,error,Cooperative Game, Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN,4,198,6.62212,5.63506,1.18951,1.75,30468
250396,Terminator Genisys  Rise of the Resistance,2018,1,4,90,120,Miniatures, Adaptation, Sci_Fi,error,error,error,Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Tile Placement,NaN,6,104,8.36827,5.63503,1.29111,2.5,40440
265204,Pocket Landship,2019,1,2,15,45,card, Dice, Sci_Fi, War,error,error,Cooperative Game, Dice Rolling,NaN,NaN,NaN,NaN,2,99,7.86404,5.63502,1.32548,2,16989
5698,The Emperor Returns,1986,1,3,240,240,War, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,3,143,7.07937,5.63494,1.29661,3.125,33536
39045,Heroes Of The World,2008,2,5,75,75,Civilization, Political, Territory Building,error,error,error,Area Majority / Influence, Dice Rolling,NaN,NaN,NaN,NaN,5,238,6.38992,5.63493,1.50918,2.1613,43951
237860,The Shores of Tripoli,2020,1,2,45,60,Arabian, Educational, War, War, Pirates, War,Campaign / Battle Card Driven, Dice Rolling, Hand Management, Variable Player Powers,NaN,NaN,8,116,8.25259,5.63492,1.46473,2.2308,24513
10904,New Rules for Classic Games,1992,0,0,20,300,strategy, Dexterity, Book, card, Deduction, Dice,Abstract Strategy, Action / Dexterity, Book, Card Game, Deduction, Dice,3,95,7.49141,5.63488,1.72163,2,23098
157779,Barragoon,2014,2,2,20,120,strategy,error,error,error,error,error,Grid Movement,NaN,NaN,NaN,NaN,NaN,4,124,7.23629,5.63488,1.32316,2.7143,24780
205078,Barcelona  The Rose of Fire,2016,2,4,70,90,City Building,error,error,error,error,error,Area Majority / Influence, Tile Placement,NaN,NaN,NaN,NaN,7,242,6.53719,5.63488,1.65726,3,44772
10908,Minotaur Lords,2004,2,2,30,30,card, Fantasy, Fighting,error,error,error,Area Majority / Influence, Hand Management, Variable Player Powers,NaN,NaN,NaN,13,587,5.94009,5.63486,1.4404,2.0811,68739
159515,Operation F.A.U.S.T.,2015,3,8,30,30,Bluffing, card, Deduction, War,error,error,Hand Management, Memory, Secret Unit Deployment, Take That,NaN,NaN,6,303,6.27848,5.63486,1.71907,1.85,43668
21469,Spectral Rails,2011,3,4,60,60,American West, Horror, Trains,error,error,error,Auction/Bidding, Hand Management, Pick-up and Deliver,NaN,NaN,NaN,1,250,6.37103,5.63485,1.21503,2.5,73573
99479,Mare Balticum,2011,3,5,30,30,Childrens Game, War, Transportation,error,error,error,Pick-up and Deliver, Set Collection,NaN,NaN,NaN,NaN,6,285,6.30537,5.6348,1.38931,1.7273,69965
232345,Cahoots,2018,3,4,20,40,card,error,error,error,error,error,Hand Management, Trick-taking,NaN,NaN,NaN,NaN,5,199,6.5203,5.63478,1.34354,1.1667,19122
147883,Lost Legacy  Hyakunen Senso to Ryu no Miko,2013,2,4,10,10,Bluffing, card, Deduction,error,error,error,Hand Management, Memory, Player Elimination,NaN,NaN,NaN,1,122,7.18975,5.63477,1.22805,1.1429,19710
18975,Hunting Party,2005,2,5,90,90,Adventure, Deduction, Exploration, Fantasy,error,error,Auction/Bidding, Variable Player Powers,NaN,NaN,NaN,NaN,18,352,6.19369,5.63472,1.55968,2.4444,62378
21854,Los Mampfos,2006,2,5,20,20,Animals, Childrens Game, Memory,error,error,error,Memory,NaN,NaN,NaN,NaN,NaN,8,357,6.15007,5.63462,1.2539,1.2368,47020
37184,Dungeons & Dragons Miniatures Game (second edition),2008,2,2,60,60,Collectible, Dice, Fantasy, Fighting, Miniatures,error,Dice Rolling,NaN,NaN,NaN,NaN,NaN,4,206,6.68447,5.63461,1.62829,2.4545,29320
144382,Canalis,2013,2,4,45,45,card, City Building, Renaissance,error,error,error,Card Drafting, Network and Route Building, Tile Placement, Variable Player Powers,NaN,NaN,4,251,6.33191,5.63452,1.41743,2.75,45867
75957,Slither,2010,2,2,40,40,strategy,error,error,error,error,error,Pattern Building,NaN,NaN,NaN,NaN,NaN,8,80,7.99188,5.6345,1.45856,3.5714,38384
186475,Tofu Kingdom,2015,3,8,10,30,Bluffing, Deduction,error,error,error,error,Role Playing,NaN,NaN,NaN,NaN,NaN,7,292,6.3037,5.6345,1.52693,1.7143,31122
5928,Harpoon (1st & 3rd edition),1981,2,2,180,180,Aviation, War, War, War,error,error,Dice Rolling, Point to Point Movement, Secret Unit Deployment, Simulation,NaN,NaN,3,288,6.36476,5.63436,1.53866,3.9828,45850
146207,Dead Man's Hand,2013,2,6,45,45,American West, Book, Miniatures, War,error,error,Dice Rolling, Point to Point Movement,NaN,NaN,NaN,NaN,4,86,7.93372,5.63434,1.29,2.2,22202
8232,Zauberschwert & Drachenei,2003,2,4,45,45,Bluffing, card, Fantasy, Fighting, Negotiation,error,Auction/Bidding, Set Collection, Trading,NaN,NaN,NaN,9,400,6.08773,5.63419,1.22694,1.9444,43372
31542,Field of Glory  Ancient and Medieval Wargaming Rules,2008,2,4,180,180,Ancient, Book, Medieval, Miniatures, War,error,Dice Rolling, Point to Point Movement,NaN,NaN,NaN,NaN,6,184,6.69239,5.63417,1.86689,3.7407,73219
1782,Ancients,1986,2,2,60,60,Ancient, Medieval, Print & Play, War,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,3,165,6.72212,5.63416,1.45286,1.9667,91629
292032,Funkoverse Strategy Game  Harry Potter 4-Pack,2019,2,4,20,60,Fighting, Miniatures,error,error,error,error,Action Points, Dice Rolling, Grid Movement, Variable Player Powers,NaN,NaN,2,131,7.28053,5.63414,1.32966,2.3333,8244
55679,Panzer General  Allied Assault,2010,1,2,60,60,War, War,error,error,error,error,Area Movement, Campaign / Battle Card Driven, Modular Board, Variable Phase Order,NaN,NaN,10,338,6.3945,5.63408,1.70123,2.449,178083
174064,Stratego Waterloo,2015,2,2,45,120,strategy, Bluffing, Deduction, Fighting, Memory, War,Grid Movement, Memory, Secret Unit Deployment,NaN,NaN,NaN,3,128,7.56875,5.6339,1.478,2.6667,66982
164655,Don't Tread On Me  The American Revolution Solitaire Board Game,2014,1,1,240,240,American Revolutionary War, War,error,error,error,error,Area Majority / Influence, Area Movement, Chit-Pull System, Dice Rolling, Simulation,NaN,9,94,7.72128,5.63386,1.35873,2.625,75481
36596,Ancient Battles Deluxe,2008,2,2,60,60,Ancient, Medieval, War,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,5,131,7.03473,5.63376,1.36766,1.8667,84119
753,Panzerkrieg,1978,2,2,240,240,War, War,error,error,error,error,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN,5,244,6.41189,5.63372,1.63479,3.2222,69774
14054,Akaba,2004,2,4,20,20,Dexterity, Arabian, Childrens Game, Real-time,error,error,Dice Rolling, Memory, Pick-up and Deliver,NaN,NaN,NaN,4,247,6.35061,5.6337,1.32737,1.2308,42333
212581,Mega Man Pixel Tactics  Proto Man Red,2017,2,2,20,45,card, Adaptation,error,error,error,error,Hand Management, Variable Player Powers,NaN,NaN,NaN,NaN,1,111,7.37063,5.63362,1.46024,2,5079
158812,Shadow Throne,2014,3,5,30,30,card, Medieval,error,error,error,error,Card Drafting, Hand Management, Simultaneous Action Selection,NaN,NaN,NaN,8,213,6.57793,5.6336,1.36784,1.9231,27491
287938,Kitchen Rush (Revised Edition),2019,2,4,20,60,Real-time,error,error,error,error,error,Cooperative Game, Modular Board, Variable Phase Order, Worker Placement,NaN,NaN,3,95,7.72526,5.63355,1.30634,2,8565
1726,Alexander the Great,1971,2,2,120,120,Ancient, War,error,error,error,error,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN,7,381,6.20223,5.63342,1.41491,2.7308,67256
5410,La Grande Guerre 14-18,1999,2,6,360,3600,War, War,error,error,error,error,Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simulation,NaN,NaN,3,100,7.839,5.63338,2.05041,4.913,101240
4980,Cityscape,2002,2,4,10,10,strategy, City Building,error,error,error,error,Abstract Strategy, City Building,NaN,NaN,NaN,NaN,3,304,6.2347,5.63334,1.28825,1.6957,38761
198611,Mondrian  The Dice Game,2016,2,4,30,30,Dexterity, Dice,error,error,error,error,Hand Management,NaN,NaN,NaN,NaN,NaN,3,265,6.33509,5.63333,1.39911,1.2857,18515
1591,Ploy,1970,2,4,60,60,strategy,error,error,error,error,error,Grid Movement,NaN,NaN,NaN,NaN,NaN,7,348,6.20587,5.63328,1.40977,2.3947,55281
7239,Medieval,2003,3,5,120,120,card, Medieval, Negotiation, Political, Religious, Territory Building,Card Game, Medieval, Negotiation, Political, Religious, Territory Building,14,388,6.19755,5.63308,1.58297,2.4074,106541
8630,Advanced Space Crusade,1990,2,2,45,45,Adventure, Fighting, Miniatures, Sci_Fi,error,error,Dice Rolling, Modular Board, Tile Placement,NaN,NaN,NaN,3,272,6.48662,5.63308,1.6504,2.7,109951
176564,Scoundrel Society,2015,2,5,30,45,Bluffing, card,error,error,error,error,Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection, Take That,NaN,5,209,6.55637,5.63299,1.4145,1.8,26925
254588,Hearts and Minds  Vietnam 1965-1975 (third edition),2019,1,2,45,360,War, Political, War, War,error,error,Area Movement, Campaign / Battle Card Driven, Dice Rolling, Simulation,NaN,NaN,4,94,7.93883,5.63293,1.53692,3.375,37542
139747,Arena Rex,2013,2,4,30,30,Ancient, Fantasy, Fighting, Miniatures,error,error,Dice Rolling, Time Track, Variable Player Powers,NaN,NaN,NaN,2,85,8.26471,5.63292,1.46446,2.5,23455
25182,24\/7  The Game,2006,2,4,20,20,strategy, Number,error,error,error,error,Tile Placement,NaN,NaN,NaN,NaN,NaN,6,216,6.49175,5.6329,1.21326,1.8889,39799
262388,Qwantum,2018,2,4,15,15,Nu00fcrnberger-Spielkarten-Verlag, Popcorn Games, White Goblin Games,error,error,error,Dice Rolling,NaN,NaN,NaN,NaN,NaN,4,254,6.34449,5.63288,1.25285,1,18155
67309,Hey Waiter!,2010,2,4,30,30,card,error,error,error,error,error,Hand Management, Team-Based Game,NaN,NaN,NaN,NaN,7,284,6.27716,5.63288,1.32511,1.3929,34801
751,Minos,1991,2,4,120,120,Ancient, City Building, Civilization, Economic, Fighting, War,Area Majority / Influence, Area Movement, Dice Rolling, Point to Point Movement,NaN,NaN,6,273,6.37399,5.63284,1.37865,2.6552,38390
1157,Save Doctor Lucky,2000,3,7,30,30,Bluffing, murder_mystery,error,error,error,error,Bluffing, Murder/Mystery,NaN,NaN,NaN,NaN,2,1126,5.85733,5.63279,1.4634,1.4946,64691
150580,Spexxx,2013,2,4,30,60,Dice,error,error,error,error,error,Dice Rolling, Pattern Building,NaN,NaN,NaN,NaN,5,306,6.40121,5.63274,1.33896,1.5333,16576
5829,Balkan Front,1990,2,3,120,120,War, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,1,159,6.93428,5.63272,1.28512,3.8571,32508
201861,The Shared Dream,2017,2,4,90,120,Adventure, Fighting, Horror,error,error,error,Action Points, Cooperative Game, Dice Rolling, Modular Board,NaN,NaN,4,153,7.30641,5.6326,1.64467,3,89710
11038,Fiasco,2003,2,6,15,15,card, Renaissance,error,error,error,error,Trick-taking,NaN,NaN,NaN,NaN,NaN,1,141,7.05674,5.63259,1.75658,1.25,60452
227605,For-Ex,2017,2,6,90,90,Economic,error,error,error,error,error,Commodity Speculation, Stock Holding,NaN,NaN,NaN,NaN,9,177,6.65363,5.63258,1.96033,3.8889,39027
276004,On the Origin of Species,2019,2,4,45,80,Animals, City Building,error,error,error,error,Hand Management, Tile Placement,NaN,NaN,NaN,NaN,2,127,7.2811,5.63244,1.60113,1.8571,38618
2301,The New Dungeon!,1989,1,6,45,45,Adventure, Dice, Exploration, Fantasy, Fighting, Medieval,Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN,NaN,8,458,6.15172,5.63241,1.44961,1.68,105487
272438,Blockbuster,2019,4,10,30,60,Adaptation, Party Game, Trivia,error,error,error,Acting, Team-Based Game,NaN,NaN,NaN,NaN,1,143,7.0645,5.63237,1.37316,1,20161
169146,Stone Garden,2014,2,4,75,75,strategy,error,error,error,error,error,Pattern Building, Tile Placement,NaN,NaN,NaN,NaN,7,179,6.73631,5.63234,1.58971,2.7857,29889
165522,Rory's Story Cubes  Intergalactic,2014,1,10,20,20,Dice,error,error,error,error,error,Cooperative Game, Dice Rolling, Pattern Recognition, Storytelling,NaN,NaN,0,155,6.85226,5.6323,1.41887,1,8635
2123,Shadowrun  The Trading Card Game,1997,2,8,60,60,card, Collectible, Fantasy, Fighting, Sci_Fi,error,Card Game, Collectible Components, Fantasy, Fighting, Science Fiction,NaN,9,274,6.40055,5.63229,1.59615,2.7188,68141
256390,Architectura,2018,2,4,30,45,card, City Building,error,error,error,error,Area Majority / Influence, Hand Management, Tile Placement,NaN,NaN,NaN,7,339,6.21419,5.63215,1.38742,1.8571,31530
38858,Strada Romana,2009,2,5,45,45,Ancient, Transportation, Travel,error,error,error,Action Points, Betting and Bluffing, Pick-up and Deliver, Set Collection,NaN,NaN,10,354,6.17618,5.63204,1.27641,2.0811,54146
170415,Dungeon of Fortune,2015,2,6,30,30,card, Fantasy, Fighting,error,error,error,Push Your Luck, Variable Player Powers,NaN,NaN,NaN,NaN,4,420,6.1211,5.63204,1.31976,1.5,69366
67285,Armorica,2010,2,4,30,30,Ancient, card,error,error,error,error,Card Drafting, Pattern Building,NaN,NaN,NaN,NaN,13,218,6.47638,5.63198,1.17434,2.2,30687
184145,Flash Duel  Revised Second Edition,2015,1,5,5,5,card, Fantasy, Fighting,error,error,error,Hand Management, Team-Based Game, Variable Player Powers,NaN,NaN,NaN,5,126,7.18374,5.63198,1.79515,1.7143,11632
62226,Iron and Oak,2013,2,0,90,90,American War, War, War, War,error,error,Area Movement, Dice Rolling,NaN,NaN,NaN,NaN,6,160,6.76206,5.63198,1.56026,2.5357,68740
144468,Jungle Speed Safari,2013,2,6,15,15,Dexterity, card, Childrens Game, Party Game,error,error,Pattern Recognition,NaN,NaN,NaN,NaN,NaN,3,312,6.25179,5.63198,1.41727,1.0625,28643
221233,Star Cartel,2017,3,6,30,60,card, Economic, Sci_Fi, Transportation,error,error,Commodity Speculation, Pick-up and Deliver, Variable Player Powers,NaN,NaN,NaN,7,199,6.51367,5.63197,1.21778,2,25553
164205,King's Pouch,2014,2,4,60,60,City Building, Medieval, Territory Building,error,error,error,Area Majority / Influence, Deck, Worker Placement,NaN,NaN,NaN,6,186,6.70054,5.63195,1.23907,2.7857,32528
123129,We Didn't Playtest This  Legacies,2012,2,15,1,10,card, Party Game,error,error,error,error,Hand Management, Legacy Game, Rock-Paper-Scissors,NaN,NaN,NaN,1,404,6.12005,5.63193,1.73638,1,33054
131493,Secret Code 13+4,2012,2,4,15,15,Educational, Math, secret_agent,error,error,error,Dice Rolling,NaN,NaN,NaN,NaN,NaN,3,178,6.64024,5.63191,1.0496,1.2857,17949
6253,'Wacht am Rhein'  The Battle of the Bulge,1977,2,4,360,360,War, War,error,error,error,error,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN,5,121,7.41818,5.63189,1.61716,3.7273,45653
176589,Cat Box,2015,2,5,15,30,strategy, Animals, card,error,error,error,Pattern Building,NaN,NaN,NaN,NaN,NaN,4,343,6.20159,5.63188,1.19954,1.6667,28330
2368,Battlecars,1983,2,4,90,90,Dice, Fighting, Racing, Sci_Fi,error,error,Modular Board, Point to Point Movement, Take That, Variable Player Powers,NaN,NaN,7,390,6.19858,5.63188,1.45002,1.9792,89582
15722,Belote,1930,2,4,20,20,card,error,error,error,error,error,Team-Based Game, Trick-taking,NaN,NaN,NaN,NaN,10,175,6.74611,5.63177,1.87849,2.5714,20822
3365,Gumshoe,1985,1,6,120,120,Deduction, murder_mystery,error,error,error,error,Storytelling,NaN,NaN,NaN,NaN,NaN,3,125,7.3436,5.63176,1.63901,2.8889,72308
91817,City Square Off,2011,2,2,15,15,City Building, Puzzle,error,error,error,error,Tile Placement,NaN,NaN,NaN,NaN,NaN,4,197,6.55609,5.63156,1.15591,1.1111,24295
