objectid,name,category1,category2,category3,category4,category5,category6
63091,Space Hulk (second edition),Fighting, Miniatures, Sci_Fi,error,error,error
96792,The Road to Canterbury,Humor, Medieval, Religious,error,error,error
1425,Raid on St. Nazaire,War, War,error,error,error,error
246684,Smartphone Inc.,Economic, industry_manuf,error,error,error,error
160958,DC Comics Deck-Building Game  Rivals \u2013 Batman vs The Joker,card, Adaptation,error,error,error,error
1037,Deadlands  Doomtown,American West, card, City Building, Collectible, Fantasy, Fighting
34373,Tiki Topple Mini,strategy, Bluffing, card,error,error,error
154875,Silent Victory  U.S. Submarines in the Pacific,War, War, War,error,error,error
43307,Baltimore and Ohio,Economic, Trains, Transportation,error,error,error
692,Wizard Kings,Fantasy, War,error,error,error,error
163930,Abracada...What?,Deduction,error,error,error,error,error
20545,Rory's Story Cubes Max,Dice,error,error,error,error,error
99875,Martian Dice,Dice, Humor, Party Game, Sci_Fi,error,error
264052,Circadians  First Light,Dice, Sci_Fi, Space Exploration,error,error,error
167763,DC Comics Deck-Building Game  Teen Titans,card, Adaptation,error,error,error,error
119866,Wings of Glory  WW1 Rules and Accessories Pack,Aviation, card, Miniatures, War, War,error
200847,Secrets,Bluffing, card, Deduction, Party Game, secret_agent,error
2516,Man O' War,Fantasy, Miniatures, War, War,error,error
239840,Micropolis,Animals, Territory Building,error,error,error,error
433,Shark,Economic,error,error,error,error,error
233676,Noria,Economic, Fantasy, industry_manuf,error,error,error
94389,Urbion,card, Fantasy,error,error,error,error
23604,The World Cup Game,Sports,error,error,error,error,error
40831,The Pillars of the Earth  Builders Duel,card, Economic, Medieval, Adaptation,error,error
255615,\u56db\u6d77\u597d\u50a2\u4f19,Animals, Bluffing, Negotiation, Party Game,error,error
8124,Industria,Economic, industry_manuf,error,error,error,error
58602,San Francisco Cable Car,Trains,error,error,error,error,error
147,Crude  The Oil Game,Economic, industry_manuf,error,error,error,error
232520,Pioneers,American West,error,error,error,error,error
188314,Topoum,Territory Building, War,error,error,error,error
181960,Portal of Heroes,card, Fantasy,error,error,error,error
181761,Plums,card,error,error,error,error,error
257759,The River,Exploration,error,error,error,error,error
35350,Field Commander  Alexander,Ancient, War,error,error,error,error
1770,Aliens,Fighting, Horror, Adaptation, Sci_Fi,error,error
4174,Lifeboat,Bluffing, card, Humor, War, Negotiation, Party Game
30539,Get Bit! Deluxe Tin Edition,Animals, Bluffing, Party Game, Pirates, Racing,error
22398,10 Days in Asia,Educational, Travel,error,error,error,error
17449,Beowulf  The Legend,Adventure, Fantasy, Mythology, Adaptation,error,error
22551,Risk  Star Wars Original Trilogy Edition,Adaptation, Sci_Fi, War,error,error,error
248949,Skull Tales  Full Sail!,Adventure, Exploration, Fantasy, Miniatures, War, Adaptation
2639,Panzer Leader,War, War,error,error,error,error
11949,Shifting Sands,War, War,error,error,error,error
135649,\u03a4\u03b1 \u03a4\u03c1\u03af\u03b1 \u039c\u03b9\u03ba\u03c1\u03ac \u0393\u03bf\u03c5\u03c1\u03bf\u03c5\u03bd\u03ac\u03ba\u03b9\u03b1,Animals, Childrens Game, Dice, Adaptation,error,error
1293,Scrabble Boggle,Dice, Real-time, Word Game,error,error,error
176565,Ninja Camp,strategy, card,error,error,error,error
3267,Pizarro & Co.,Exploration, Renaissance,error,error,error,error
177659,The Manhattan Project 2  Minutes to Midnight,Bluffing, Economic, industry_manuf, War, secret_agent,error
299,De Bellis Antiquitatis,Ancient, Book, Medieval, Miniatures, War,error
193210,Dice Stars,Dice,error,error,error,error,error
1265,Mystery Rummy  Jekyll & Hyde,card, murder_mystery,error,error,error,error
117942,Zooloretto  The Dice Game,Animals, Dice,error,error,error,error
1260,Rook for 2,card,error,error,error,error,error
184491,Spaceteam,card, Real-time, Sci_Fi, Space Exploration,error,error
827,Attila,Ancient,error,error,error,error,error
108722,Dreadfleet,Fantasy, Fighting, Miniatures, War, Pirates, War
132428,BioShock Infinite  The Siege of Columbia,Fighting, Miniatures, Adaptation,error,error,error
248900,Ceylon,Farming, industry_manuf, Territory Building,error,error,error
58,Kings & Things*,Bluffing, Exploration, Fantasy, Territory Building, War,error
214484,HEXplore It  The Valley of the Dead King,Adventure, Exploration, Fantasy, Fighting, Puzzle, Travel
18500,Sator Arepo Tenet Opera Rotas,Fantasy, Maze, Racing,error,error,error
39242,Black Friday,Economic,error,error,error,error,error
635,Formula Motor Racing,card, Dice, Racing,error,error,error
124668,The Dwarves,Fantasy, Adaptation, War,error,error,error
155451,Guild Ball,Medieval, Miniatures, Sports,error,error,error
35614,Where There Is Discord  War in the South Atlantic,War, War, Political, War,error,error
137776,Praetor,Ancient, City Building, Economic,error,error,error
141791,Pi\u00f1ata,card,error,error,error,error,error
172155,Ascension  Dawn of Champions,card, Fantasy,error,error,error,error
153,Take 5!,card,error,error,error,error,error
142271,Anomia  Party Edition,card, Party Game, Word Game,error,error,error
124380,Ladies & Gentlemen,Humor, Party Game, Post-War, Real-time,error,error
41569,The Great Fire of London 1666,Renaissance,error,error,error,error,error
5205,G.E.V.,Fighting, Sci_Fi, War,error,error,error
284760,Disney Villainous  Evil Comes Prepared,card, Fantasy, Adaptation, Mythology,error,error
66837,1862  Railway Mania in the Eastern Counties,Economic, Trains,error,error,error,error
31722,Steam over Holland,Economic, Trains,error,error,error,error
177249,The Manhattan Project  Chain Reaction \u2013 Deluxe Edition,card, industry_manuf, War,error,error,error
202288,Medici  The Card Game,card, Renaissance,error,error,error,error
169,En Garde,card, Sports,error,error,error,error
31790,Crusade and Revolution  The Spanish Civil War,War, War, War,error,error,error
230342,InBetween,card, Horror, Sci_Fi,error,error,error
182351,Thief's Market,Dice, Fantasy,error,error,error,error
33107,Senji,Bluffing, Medieval, Negotiation,error,error,error
19996,Velhojen y\u00f6,Dexterity, Childrens Game, Fantasy,error,error,error
140125,Fallen,card, Dice, Exploration, Fantasy,error,error
155708,Tiny Epic Defenders,Fantasy, Medieval,error,error,error,error
24509,Ruse and Bruise,card, Medieval, Renaissance,error,error,error
7806,King Up!,Bluffing, Deduction, Renaissance,error,error,error
32441,Bezzerwizzer,Party Game, Trivia,error,error,error,error
1758,Advanced Heroquest,Adventure, Exploration, Fantasy, Fighting, Miniatures,error
14083,Fire in the Sky  The Great Pacific War 1941-1945,War, War,error,error,error,error
168433,The World of Smog  On Her Majesty's Service,Fantasy, Miniatures, Sci_Fi,error,error,error
142854,Infection  Humanity's Last Gasp,Medical, Puzzle,error,error,error,error
97915,Bios  Megafauna,Animals, Environmental, Prehistoric,error,error,error
83040,Leader 1  Hell of the North,Racing, Sports,error,error,error,error
19948,Rum & Pirates,Dice, Miniatures, Pirates,error,error,error
3409,The Napoleonic Wars,War, War,error,error,error,error
206327,The King's Guild,Fantasy, Medieval,error,error,error,error
4583,Pinochle,card,error,error,error,error,error
162559,Smash Up  Munchkin,card, Fantasy, Humor,error,error,error
182082,Carcassonne  Over Hill and Dale,Farming,error,error,error,error,error
229414,Tulip Bubble,Economic, Renaissance,error,error,error,error
17484,Silent War,War, War, War,error,error,error
35285,Preu\u00dfische Ostbahn,Economic, Trains, Transportation,error,error,error
267127,Aerion,Aviation, card, Dice, Fantasy,error,error
815,Chrononauts,Bluffing, card, Deduction, Educational, Political, Sci_Fi
73664,CABO,card,error,error,error,error,error
420,Rail Baron,Economic, Trains, Transportation,error,error,error
191055,Kerala  The Way of the Elephant,strategy, Animals,error,error,error,error
156442,Asking for Trobils,Sci_Fi,error,error,error,error,error
3234,Dschunke,Economic,error,error,error,error,error
280789,Pandemic  Rapid Response,Real-time,error,error,error,error,error
215371,CrossTalk,Deduction, Party Game, Word Game,error,error,error
216199,Smash Up  Big in Japan,card, Fantasy, Humor,error,error,error
272427,Terramara,Ancient,error,error,error,error,error
271088,Ishtar  Gardens of Babylon,Ancient,error,error,error,error,error
152237,Pairs  Tak Edition,card,error,error,error,error,error
37231,Comuni,City Building, Medieval,error,error,error,error
36367,Dust Tactics,Miniatures, Sci_Fi, War,error,error,error
228133,Crystal Clans,card, Fantasy,error,error,error,error
251890,Gunkimono,Medieval, Territory Building,error,error,error,error
252877,Wreck Raiders,War,error,error,error,error,error
127095,Origin,Exploration, Prehistoric,error,error,error,error
6613,Downtown  Air War Over Hanoi,Aviation, War, War, War,error,error
32165,Darjeeling,Economic, Farming,error,error,error,error
224316,Unlock! The Elite,Exploration, Print & Play, Puzzle, Real-time,error,error
3263,Ukraine '43,War, War,error,error,error,error
78954,Mousquetaires du Roy,Adventure, Adaptation, Renaissance,error,error,error
38872,Jet Set,Aviation, Economic, Transportation, Travel,error,error
37301,Double Decktet,card, Game System, Print & Play,error,error,error
232595,Skulk Hollow,Fighting,error,error,error,error,error
96713,Deadwood,American West, City Building,error,error,error,error
19854,Federation Commander  Klingon Border,Adaptation, Sci_Fi, War,error,error,error
140519,Myth,Adventure, Fantasy, Miniatures,error,error,error
44,David & Goliath,card,error,error,error,error,error
178944,BATTALIA  The Creation,card, Civilization, Fantasy, Miniatures, Territory Building,error
68076,Conflict of Heroes  Guadalcanal \u2013 The Pacific 1942,War, War,error,error,error,error
258308,Fuji,Dice,error,error,error,error,error
207991,Quodd Heroes,Adventure, Exploration, Fantasy, Miniatures, Puzzle, Racing
84838,Yomi (second edition)  Vendetta,card, Fantasy, Fighting,error,error,error
176524,Hoplomachus  Origins,Dice, Fighting, War,error,error,error
3605,The Third World War,War, War,error,error,error,error
12681,Neuland,Civilization, Economic,error,error,error,error
181260,Burano,City Building,error,error,error,error,error
37165,Warhammer 40,Fighting, Miniatures, Sci_Fi,error,error,error
177197,Ek\u00f6,strategy, Fantasy, Territory Building,error,error,error
56885,The Werewolves of Miller's Hollow  The Village,Bluffing, Deduction, Horror, murder_mystery, Party Game,error
163640,Eminent Domain  Microcosm,card, Civilization, Print & Play, Sci_Fi, Space Exploration,error
114387,Thebes  The Tomb Raiders,card, Exploration, Travel,error,error,error
2381,Scrabble Scattergories,Party Game, Real-time, Word Game,error,error,error
245353,Unlock! Tombstone Express,American West, card, Deduction, Exploration, Puzzle, Real-time
84772,Sun,Economic, Travel,error,error,error,error
21641,Aqu\u00e4dukt,City Building, Dice,error,error,error,error
210900,Topiary,strategy, Puzzle, Territory Building,error,error,error
134520,Phantom Leader Deluxe,Aviation, War, War,error,error,error
24920,Storm Over Stalingrad,War, War,error,error,error,error
122889,Dominare,Economic, Political, Renaissance,error,error,error
79073,Resident Evil Deck Building Game,card, Horror, Adaptation, Zombies,error,error
150926,Roll Through the Ages  The Iron Age,Ancient, City Building, Civilization, Dice,error,error
175695,Minerva,City Building,error,error,error,error,error
20022,Terra Nova,strategy, Territory Building,error,error,error,error
257,Kill Doctor Lucky  Director's Cut,Humor, murder_mystery,error,error,error,error
464,High Tail It!,strategy, Animals, Racing,error,error,error
3348,Santa Fe Rails,Trains,error,error,error,error,error
149853,Bullfrogs,strategy, Animals, card,error,error,error
167698,Magic  The Gathering \u2013 Arena of the Planeswalkers,Fantasy, Miniatures, War,error,error,error
144734,Arcane Academy,Adaptation, Fantasy,error,error,error,error
93538,Battleship Galaxies  The Saturn Offensive Game Set,Miniatures, Sci_Fi, War,error,error,error
10788,Hellenes  Campaigns of the Peloponnesian War,Ancient, War,error,error,error,error
245655,The King's Dilemma,Fantasy, Negotiation,error,error,error,error
138788,Dungeon Roll,Dice, Fantasy, Fighting,error,error,error
265402,In the Hall of the Mountain King,Fantasy, Territory Building,error,error,error,error
180901,Joraku,Medieval,error,error,error,error,error
76674,String Railway,Territory Building, Trains,error,error,error,error
234931,Star Wars  Destiny \u2013 Two-Player Game,card, Dice, Expansion for Base-game, Adaptation,error,error
172546,Parfum,industry_manuf, Renaissance,error,error,error,error
246297,Shadows  Amsterdam,Animals, Deduction, Exploration, Party Game, Racing, Real-time
131118,Asgard,Ancient, Mythology,error,error,error,error
3655,The Settlers of Canaan,Ancient, Civilization, Religious,error,error,error
5942,Mystery Rummy  Al Capone and the Chicago Underworld,card, Mafia,error,error,error,error
2238,PanzerBlitz,War, War,error,error,error,error
125977,Cataclysm  A Second World War,Political, War, War,error,error,error
56707,Colonia,Economic, Medieval,error,error,error,error
120605,Neuroshima  Convoy,card, Fighting, Sci_Fi,error,error,error
15033,Australia,Aviation, Exploration,error,error,error,error
258210,Blitzkrieg!,War, War,error,error,error,error
105624,Poseidon's Kingdom,Animals, Dice, Memory, Mythology,error,error
192834,Fight for Olympus,Ancient, card, Mythology,error,error,error
1597,Streetcar,Racing, Trains, Transportation,error,error,error
102148,NOIR  Deductive Mystery Game,Deduction, murder_mystery, secret_agent,error,error,error
177079,Die Legenden von Andor  Chada & Thorn,card, Fantasy,error,error,error,error
108044,Nefarious  The Mad Scientist Game,card, Humor, Sci_Fi,error,error,error
179071,The Great Dinosaur Rush,APE Games, Cube Factory of Ideas,error,error,error,error
79131,Star Trek  Expeditions,Adventure, Adaptation, Sci_Fi, Space Exploration,error,error
