objectid,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic
164874,Deck,NaN,NaN,NaN,NaN,NaN
162865,Hand Management, Point to Point Movement,NaN,NaN,NaN,NaN
104,Area Majority / Influence, Set Collection, Simulation, Tile Placement,NaN,NaN
150298,Area Majority / Influence, Hand Management,NaN,NaN,NaN,NaN
244505,Betting and Bluffing, Score-and-Reset Game, Trick-taking,NaN,NaN,NaN
103651,Hand Management,NaN,NaN,NaN,NaN,NaN
21779,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
160784,Hand Management,NaN,NaN,NaN,NaN,NaN
34659,Chit-Pull System, Hexagon Grid,NaN,NaN,NaN,NaN
176596,Chit-Pull System, Dice Rolling, Hexagon Grid,NaN,NaN,NaN
4324,Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling,NaN,NaN
28739,Hand Management, Team-Based Game,NaN,NaN,NaN,NaN
275089,Cooperative Game, Elapsed Real Time Ending, Pattern Building, Real-Time, Roles with Asymmetric Information, Team-Based Game
3495,Action Points, Hand Management, Variable Player Powers,NaN,NaN,NaN
252693,Cooperative Game, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers,NaN
209664,Card Drafting, Hand Management, I Cut, Set Collection,NaN,NaN
241164,Grid Movement,NaN,NaN,NaN,NaN,NaN
134150,Simulation, Team-Based Game,NaN,NaN,NaN,NaN
1275,Paper-and-Pencil, Role Playing, Roll / Spin and Move,NaN,NaN,NaN
88406,Campaign / Battle Card Driven, Dice Rolling, Hexagon Grid,NaN,NaN,NaN
253786,Team-Based Game, Traitor Game,NaN,NaN,NaN,NaN
21358,Role Playing,NaN,NaN,NaN,NaN,NaN
229713,Secret Unit Deployment, Simulation, Simultaneous Action Selection, Team-Based Game,NaN,NaN
213661,Card Drafting, Hand Management, Pattern Building, Set Collection,NaN,NaN
249673,Dice Rolling, Paper-and-Pencil,NaN,NaN,NaN,NaN
178007,Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers,NaN
166854,Dice Rolling, Worker Placement,NaN,NaN,NaN,NaN
82,Dice Rolling, Secret Unit Deployment,NaN,NaN,NaN,NaN
160432,Set Collection, Worker Placement,NaN,NaN,NaN,NaN
3040,Hexagon Grid, Simultaneous Action Selection,NaN,NaN,NaN,NaN
240843,Hand Management,NaN,NaN,NaN,NaN,NaN
170225,Auction/Bidding, Commodity Speculation, Dice Rolling, Network and Route Building, Variable Phase Order,NaN
210052,Action Queue, Network and Route Building, Push Your Luck, Tile Placement, Variable Phase Order, Variable Player Powers
126,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
7514,Action Points, Dice Rolling, Roll / Spin and Move, Team-Based Game,NaN,NaN
161757,Card Drafting, Set Collection, Team-Based Game,NaN,NaN,NaN
85652,Dice Rolling, Point to Point Movement, Variable Player Powers,NaN,NaN,NaN
67453,Team-Based Game,NaN,NaN,NaN,NaN,NaN
5680,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
238889,Action Points, Cooperative Game, Set Collection, Tile Placement, Variable Phase Order, Worker Placement
10501,Hexagon Grid, Simulation, Simultaneous Action Selection,NaN,NaN,NaN
197333,Action Points, Campaign / Battle Card Driven, Dice Rolling, Modular Board, Variable Player Powers,NaN
214296,Chit-Pull System, Hexagon Grid,NaN,NaN,NaN,NaN
22161,Dice Rolling, Secret Unit Deployment,NaN,NaN,NaN,NaN
2580,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
72800,Modular Board,NaN,NaN,NaN,NaN,NaN
63975,Dice Rolling, Set Collection,NaN,NaN,NaN,NaN
173460,Auction/Bidding, Card Drafting, Player Elimination,NaN,NaN,NaN
264,Hand Management, Take That,NaN,NaN,NaN,NaN
197178,Action Points, Area Majority / Influence, Hand Management, Pick-up and Deliver, Push Your Luck, Set Collection
248002,Real-time, Trivia, Word Game,NaN,NaN,NaN
40761,Pick-up and Deliver, Simultaneous Action Selection,NaN,NaN,NaN,NaN
12355,Dice Rolling,NaN,NaN,NaN,NaN,NaN
12830,Auction/Bidding, Hand Management, Set Collection,NaN,NaN,NaN
226176,Cooperative Game, Dice Rolling, Player Elimination, Simulation,NaN,NaN
199780,Dice Rolling, Take That,NaN,NaN,NaN,NaN
10642,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
15999,Network and Route Building, Stock Holding, Tile Placement,NaN,NaN,NaN
3095,Action Points, Hexagon Grid, Variable Player Powers,NaN,NaN,NaN
207330,Network and Route Building, Variable Phase Order, Worker Placement,NaN,NaN,NaN
147299,Action Queue, Area Majority / Influence, Modular Board, Simultaneous Action Selection,NaN,NaN
235365,Set Collection,NaN,NaN,NaN,NaN,NaN
41090,Area Majority / Influence, Dice Rolling, Hand Management,NaN,NaN,NaN
3083,Action Queue, Hexagon Grid, Modular Board, Secret Unit Deployment,NaN,NaN
11274,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
172896,Area Majority / Influence, Deck, Worker Placement,NaN,NaN,NaN
10989,Area Majority / Influence, Pattern Building, Tile Placement,NaN,NaN,NaN
147305,Dice Rolling, Simultaneous Action Selection,NaN,NaN,NaN,NaN
173649,Action Points, Modular Board, Tile Placement,NaN,NaN,NaN
153497,Area Majority / Influence, Enclosure, Tile Placement,NaN,NaN,NaN
1315,Set Collection,NaN,NaN,NaN,NaN,NaN
9139,Card Drafting, Hand Management, Set Collection,NaN,NaN,NaN
165556,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
155827,Action Points, Dice Rolling, Grid Movement, Modular Board, Team-Based Game, Variable Player Powers
165186,Campaign / Battle Card Driven,NaN,NaN,NaN,NaN,NaN
222821,Dice Rolling, Grid Movement, Modular Board,NaN,NaN,NaN
191387,Dice Rolling, Solo / Solitaire Game, Worker Placement,NaN,NaN,NaN
118776,Action Points, Grid Movement, Modular Board, Pick-up and Deliver, Set Collection, Tile Placement
164840,Hand Management, Set Collection, Take That,NaN,NaN,NaN
200551,Dice Rolling, Network and Route Building, Paper-and-Pencil,NaN,NaN,NaN
272409,Area Majority / Influence, Cooperative Game, Take That, Team-Based Game, Variable Player Powers,NaN
117995,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
128412,Hand Management, Set Collection, Trading,NaN,NaN,NaN
10527,Grid Movement,NaN,NaN,NaN,NaN,NaN
249763,Trick-taking,NaN,NaN,NaN,NaN,NaN
74,Hand Management, Player Judge, Simultaneous Action Selection,NaN,NaN,NaN
125996,Campaign / Battle Card Driven, Dice Rolling, Modular Board,NaN,NaN,NaN
5357,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
254619,Hand Management, Tile Placement,NaN,NaN,NaN,NaN
10226,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
21414,Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Secret Unit Deployment, Simulation
194196,Action Queue, Hand Management, Variable Player Powers,NaN,NaN,NaN
13172,Hand Management,NaN,NaN,NaN,NaN,NaN
231223,Pattern Recognition, Push Your Luck, Team-Based Game,NaN,NaN,NaN
256313,Hand Management,NaN,NaN,NaN,NaN,NaN
247724,Area Majority / Influence, Hand Management, Take That, Variable Player Powers,NaN,NaN
59936,Action Points, Area Majority / Influence, Card Drafting, Time Track,NaN,NaN
264476,Action Points, Dice Rolling, Role Playing, Variable Player Powers,NaN,NaN
158991,Hand Management, Take That,NaN,NaN,NaN,NaN
145186,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
3093,Grid Movement, Tile Placement,NaN,NaN,NaN,NaN
209641,Area Majority / Influence, Campaign / Battle Card Driven, Grid Movement, Hand Management, Modular Board, Point to Point Movement
43,Investment, Network and Route Building, Stock Holding,NaN,NaN,NaN
161681,Modular Board, Team-Based Game, Worker Placement,NaN,NaN,NaN
25738,Acting, Memory, Paper-and-Pencil, Team-Based Game,NaN,NaN
3534,Commodity Speculation, Trading,NaN,NaN,NaN,NaN
118410,Take That,NaN,NaN,NaN,NaN,NaN
38430,Dice Rolling, Enclosure,NaN,NaN,NaN,NaN
150013,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
121764,Hand Management, Set Collection, Team-Based Game,NaN,NaN,NaN
235555,Area Majority / Influence, Card Drafting, Cooperative Game, Solo / Solitaire Game, Worker Placement,NaN
257096,Dice Rolling, Push Your Luck, Variable Player Powers,NaN,NaN,NaN
157323,Action Queue, Dice Rolling, Hexagon Grid,NaN,NaN,NaN
13456,Role Playing, Team-Based Game, Trading, Variable Player Powers,NaN,NaN
189192,Dice Rolling, Tile Placement, Worker Placement,NaN,NaN,NaN
864,Collectible Components, Fantasy, Miniatures, Wargame,NaN,NaN
25775,Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation,NaN,NaN
38026,Paper-and-Pencil, Roll / Spin and Move,NaN,NaN,NaN,NaN
175495,Dice Rolling, Grid Movement, Take That, Variable Player Powers,NaN,NaN
114991,Hand Management, Simultaneous Action Selection,NaN,NaN,NaN,NaN
23981,Dice Rolling, Tile Placement,NaN,NaN,NaN,NaN
133405,Card Drafting, Dice Rolling,NaN,NaN,NaN,NaN
206805,Chit-Pull System, Dice Rolling, Point to Point Movement, Solo / Solitaire Game,NaN,NaN
196217,Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement,NaN,NaN
226445,Card Drafting, Hand Management, Push Your Luck, Set Collection,NaN,NaN
146579,Card Drafting, Pattern Building, Set Collection, Tile Placement,NaN,NaN
256297,Deck,NaN,NaN,NaN,NaN,NaN
109451,Dice Rolling, Set Collection,NaN,NaN,NaN,NaN
32901,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
87907,Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement,NaN,NaN
38553,Pick-up and Deliver,NaN,NaN,NaN,NaN,NaN
191543,Dice Rolling, Grid Movement, Modular Board,NaN,NaN,NaN
2638,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
63027,Dice Rolling, Simulation,NaN,NaN,NaN,NaN
923,Hand Management,NaN,NaN,NaN,NaN,NaN
221669,Action Queue, Command Cards, Cooperative Game, Dice Rolling, Grid Movement, Hand Management
2259,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
158534,Action Queue, Area Majority / Influence, Card Drafting, Set Collection,NaN,NaN
261009,Card Drafting,NaN,NaN,NaN,NaN,NaN
62230,Campaign / Battle Card Driven, Hand Management,NaN,NaN,NaN,NaN
719,Card Drafting, Dice Rolling,NaN,NaN,NaN,NaN
131568,Tile Placement,NaN,NaN,NaN,NaN,NaN
1309,Modular Board, Pick-up and Deliver, Set Collection,NaN,NaN,NaN
203759,Cooperative Game, Dice Rolling, Grid Movement, Hand Management, Modular Board, Variable Player Powers
250,Area Majority / Influence, Area Movement, Player Elimination, Simultaneous Action Selection,NaN,NaN
1549,Team-Based Game,NaN,NaN,NaN,NaN,NaN
174518,Deck,NaN,NaN,NaN,NaN,NaN
847,Grid Movement,NaN,NaN,NaN,NaN,NaN
191989,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
250309,Area Majority / Influence, Hand Management, Modular Board, Take That,NaN,NaN
42560,Hand Management,NaN,NaN,NaN,NaN,NaN
27266,Dice Rolling, Hexagon Grid, Variable Player Powers,NaN,NaN,NaN
90,Hand Management,NaN,NaN,NaN,NaN,NaN
4493,Dice Rolling, Memory,NaN,NaN,NaN,NaN
177490,Time Track,NaN,NaN,NaN,NaN,NaN
1536,Auction/Bidding, Dice Rolling, Hand Management, Set Collection,NaN,NaN
33150,Acting, Line Drawing, Paper-and-Pencil, Roll / Spin and Move, Singing, Team-Based Game
8059,Alliances, Area Majority / Influence, Variable Player Powers,NaN,NaN,NaN
1674,Hand Management, Take That,NaN,NaN,NaN,NaN
24396,Area Movement,NaN,NaN,NaN,NaN,NaN
3992,Hexagon Grid, Modular Board,NaN,NaN,NaN,NaN
5455,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
39383,Campaign / Battle Card Driven, Hand Management, Simulation,NaN,NaN,NaN
185374,Push Your Luck,NaN,NaN,NaN,NaN,NaN
216864,Card Drafting, I Cut, Tile Placement,NaN,NaN,NaN
129974,Dice Rolling, Modular Board, Variable Player Powers,NaN,NaN,NaN
154600,Dice Rolling,NaN,NaN,NaN,NaN,NaN
1693,Action Queue,NaN,NaN,NaN,NaN,NaN
149869,Card Game, Deduction, Novel-based,NaN,NaN,NaN
161578,Area Movement, Hand Management, Rock-Paper-Scissors, Team-Based Game,NaN,NaN
194062,Area Majority / Influence, Deck,NaN,NaN,NaN,NaN
172994,Dice Rolling, Hand Management, Modular Board,NaN,NaN,NaN
160419,Dice Rolling, Secret Unit Deployment, Tile Placement,NaN,NaN,NaN
153709,Set Collection,NaN,NaN,NaN,NaN,NaN
182352,Auction/Bidding, Variable Phase Order, Variable Player Powers,NaN,NaN,NaN
187679,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN
170300,Grid Movement, Modular Board, Network and Route Building, Pick-up and Deliver,NaN,NaN
3613,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
232318,Action Points, Area Majority / Influence, Card Drafting, Take That, Variable Player Powers,NaN
19624,Set Collection,NaN,NaN,NaN,NaN,NaN
242149,Hand Management, Tile Placement,NaN,NaN,NaN,NaN
71593,Area Majority / Influence, Auction/Bidding, Set Collection,NaN,NaN,NaN
92644,Cooperative Game, Modular Board,NaN,NaN,NaN,NaN
182626,Hand Management, Take That, Variable Player Powers,NaN,NaN,NaN
166202,Hand Management, Push Your Luck, Simultaneous Action Selection,NaN,NaN,NaN
15261,Trick-taking,NaN,NaN,NaN,NaN,NaN
271512,Hand Management, Pattern Recognition, Set Collection,NaN,NaN,NaN
3586,Memory,NaN,NaN,NaN,NaN,NaN
147363,Deck, Dice Rolling, Variable Player Powers,NaN,NaN,NaN
884,Tile Placement, Worker Placement,NaN,NaN,NaN,NaN
190333,Action Points, Cooperative Game, Modular Board, Pick-up and Deliver, Set Collection, Tile Placement
1197,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
2371,Dice Rolling, Set Collection,NaN,NaN,NaN,NaN
718,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
127561,Card Drafting, Deck, Variable Player Powers,NaN,NaN,NaN
249675,Dice Rolling, Push Your Luck,NaN,NaN,NaN,NaN
12897,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
54507,Hand Management, Modular Board,NaN,NaN,NaN,NaN
31897,Dice Rolling, Trading,NaN,NaN,NaN,NaN
242569,Dice Rolling, Paper-and-Pencil, Simultaneous Action Selection,NaN,NaN,NaN
164237,Card Drafting, Point to Point Movement,NaN,NaN,NaN,NaN
175961,Hand Management, Take That,NaN,NaN,NaN,NaN
5677,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
2316,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN
127282,Area Majority / Influence, Set Collection, Variable Phase Order, Worker Placement,NaN,NaN
379,Set Collection, Take That,NaN,NaN,NaN,NaN
85108,Card Drafting, Dice Rolling, Simulation,NaN,NaN,NaN
231962,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
147999,Card Drafting, Push Your Luck, Set Collection,NaN,NaN,NaN
82955,Auction/Bidding, Set Collection,NaN,NaN,NaN,NaN
135796,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
102897,Hand Management, Take That,NaN,NaN,NaN,NaN
13511,Dice Rolling, Grid Movement, Roll / Spin and Move,NaN,NaN,NaN
33732,Auction/Bidding, Commodity Speculation, Simultaneous Action Selection,NaN,NaN,NaN
137238,Pick-up and Deliver, Point to Point Movement, Set Collection, Simultaneous Action Selection,NaN,NaN
1203,Card Game, Negotiation,NaN,NaN,NaN,NaN
216234,Pattern Building,NaN,NaN,NaN,NaN,NaN
23010,Area Majority / Influence, Area Movement, Dice Rolling, Player Elimination, Set Collection,NaN
287754,Action Points, Area Majority / Influence, Deck, Dice Rolling, Grid Movement, Hand Management
3119,Auction/Bidding, Simultaneous Action Selection,NaN,NaN,NaN,NaN
189869,Auction/Bidding, Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection,NaN
175254,Cooperative Game, Deck, Dice Rolling, Hand Management, Role Playing, Scenario / Mission / Campaign Game
1472,Hand Management, Set Collection,NaN,NaN,NaN,NaN
668,Area Majority / Influence, Auction/Bidding,NaN,NaN,NaN,NaN
238094,Paper-and-Pencil,NaN,NaN,NaN,NaN,NaN
27117,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
122890,Auction/Bidding, Card Drafting, Commodity Speculation, Variable Player Powers, Worker Placement,NaN
41658,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
229598,Cooperative Game, Storytelling,NaN,NaN,NaN,NaN
268620,Cooperative Game,NaN,NaN,NaN,NaN,NaN
192735,Push Your Luck, Set Collection,NaN,NaN,NaN,NaN
32990,Campaign / Battle Card Driven, Dice Rolling, Hexagon Grid,NaN,NaN,NaN
172507,Cooperative Game, Dice Rolling, Push Your Luck,NaN,NaN,NaN
8719,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
210663,Grid Movement, Tile Placement,NaN,NaN,NaN,NaN
26983,Area Movement, Role Playing, Team-Based Game, Variable Player Powers,NaN,NaN
75333,Cooperative Game, Dice Rolling, Simulation,NaN,NaN,NaN
257164,Hand Management, Simultaneous Action Selection, Take That, Variable Player Powers,NaN,NaN
174802,Cooperative Game, Deck, Dice Rolling, Hand Management,NaN,NaN
27101,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
206859,Auction/Bidding, Commodity Speculation, Network and Route Building, Stock Holding,NaN,NaN
42997,Area Majority / Influence, Area Movement, Dice Rolling, Simulation,NaN,NaN
252265,Network and Route Building, Tile Placement,NaN,NaN,NaN,NaN
153639,Card Drafting, Deck, Hand Management,NaN,NaN,NaN
316,Grid Movement,NaN,NaN,NaN,NaN,NaN
119881,Area Movement, Auction/Bidding, Dice Rolling, Simultaneous Action Selection, Team-Based Game, Trading
30641,Area Majority / Influence, Hand Management, Set Collection,NaN,NaN,NaN
1796,Auction/Bidding, Crayon Rail System, Stock Holding,NaN,NaN,NaN
255249,Acting, Card Drafting, Role Playing,NaN,NaN,NaN
124545,Area Majority / Influence,NaN,NaN,NaN,NaN,NaN
160044,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN
144526,Modular Board, Set Collection,NaN,NaN,NaN,NaN
21022,Action / Dexterity, Card Game, Party Game, Trivia, Word Game,NaN
270,Area Majority / Influence, Card Drafting,NaN,NaN,NaN,NaN
766,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
178688,Area Majority / Influence, Dice Rolling, Set Collection, Worker Placement,NaN,NaN
31697,Dice Rolling, Hexagon Grid, Variable Phase Order,NaN,NaN,NaN
1631,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
230590,Auction/Bidding, Simultaneous Action Selection, Trading, Variable Player Powers,NaN,NaN
181122,Hand Management, Simultaneous Action Selection, Worker Placement,NaN,NaN,NaN
202819,Deck, Set Collection, Worker Placement,NaN,NaN,NaN
393,Modular Board,NaN,NaN,NaN,NaN,NaN
277699,Mancala, Worker Placement,NaN,NaN,NaN,NaN
16162,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
697,Betting and Bluffing, Memory, Pick-up and Deliver,NaN,NaN,NaN
139147,Area Majority / Influence, Area Movement, Trading, Worker Placement,NaN,NaN
193265,Card Drafting, Push Your Luck, Set Collection,NaN,NaN,NaN
4453,Simulation,NaN,NaN,NaN,NaN,NaN
4008,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
89668,Tile Placement,NaN,NaN,NaN,NaN,NaN
240464,Dice Rolling, Push Your Luck,NaN,NaN,NaN,NaN
144492,Auction/Bidding, Card Drafting, Hand Management, I Cut,NaN,NaN
220558,Area Majority / Influence, Area Movement, Card Play Conflict Resolution, Chaining, Hand Management, Sudden Death Ending
110870,Auction/Bidding, Card Drafting,NaN,NaN,NaN,NaN
122943,Auction/Bidding, Dice Rolling, Push Your Luck, Set Collection,NaN,NaN
23779,Area Majority / Influence, Modular Board,NaN,NaN,NaN,NaN
41833,Storytelling,NaN,NaN,NaN,NaN,NaN
205308,Area Majority / Influence, Card Drafting, I Cut,NaN,NaN,NaN
3279,Hand Management, Player Elimination, Variable Player Powers,NaN,NaN,NaN
1783,Area Movement, Dice Rolling, Grid Movement,NaN,NaN,NaN
450,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
1644,Action / Dexterity, Miniatures, Movies / TV / Radio theme, Sports,NaN,NaN
269603,Action Points, Deck, Drafting, End Game Bonuses, Grid Movement, Push Your Luck
1582,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
217423,Dice Rolling, Paper-and-Pencil, Take That,NaN,NaN,NaN
173486,Area Majority / Influence, Area Movement, Dice Rolling, Team-Based Game, Variable Player Powers,NaN
16373,Action Queue, Modular Board, Simulation,NaN,NaN,NaN
38391,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
235902,Card Drafting, Deck,NaN,NaN,NaN,NaN
178147,Hand Management,NaN,NaN,NaN,NaN,NaN
344,Betting and Bluffing, Hand Management,NaN,NaN,NaN,NaN
330,Action Points, Dice Rolling,NaN,NaN,NaN,NaN
247785,Hand Management, Network and Route Building, Stock Holding, Tile Placement,NaN,NaN
30216,Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation,NaN,NaN
22677,Campaign / Battle Card Driven, Dice Rolling, Hand Management, Hexagon Grid, Simulation,NaN
26946,Set Collection, Trading,NaN,NaN,NaN,NaN
204599,Hand Management,NaN,NaN,NaN,NaN,NaN
11159,Area Movement, Dice Rolling, Modular Board, Role Playing, Variable Player Powers,NaN
38429,Dice Rolling, Network and Route Building, Team-Based Game,NaN,NaN,NaN
219276,Card Drafting, Hand Management,NaN,NaN,NaN,NaN
270847,Flicking, Simulation,NaN,NaN,NaN,NaN
3190,Pattern Building, Tile Placement,NaN,NaN,NaN,NaN
11182,Tile Placement,NaN,NaN,NaN,NaN,NaN
3412,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
20646,Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement,NaN,NaN
111173,Trick-taking,NaN,NaN,NaN,NaN,NaN
2583,Network and Route Building, Stock Holding, Tile Placement,NaN,NaN,NaN
181290,Action Points, Action Queue, Grid Movement,NaN,NaN,NaN
160567,Hand Management, Player Elimination, Team-Based Game, Variable Player Powers,NaN,NaN
256802,Hand Management, Trick-taking,NaN,NaN,NaN,NaN
35423,Simulation, Variable Player Powers, Voting,NaN,NaN,NaN
20195,Pattern Building, Team-Based Game, Tile Placement,NaN,NaN,NaN
1883,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
