objectid,name,boardgamemechanic1,boardgamemechanic2,boardgamemechanic3,boardgamemechanic4,boardgamemechanic5,boardgamemechanic6
163967,Tiny Epic Galaxies,Area Majority / Influence, Card Drafting, Dice Rolling, End Game Bonuses, Follow, Race
1,Die Macher,Area Majority / Influence, Auction/Bidding, Dice Rolling, Hand Management, Simultaneous Action Selection,NaN
140934,Arboretum,Hand Management, Set Collection, Tile Placement,NaN,NaN,NaN
33160,Endeavor,Area Majority / Influence, Card Drafting, Hand Management, Set Collection,NaN,NaN
25554,Notre Dame,Area Majority / Influence, Card Drafting, Point to Point Movement,NaN,NaN,NaN
129622,Love Letter,Hand Management, Player Elimination,NaN,NaN,NaN,NaN
266810,Paladins of the West Kingdom,Hand Management, Worker Placement, Worker Placement,NaN,NaN,NaN
36932,Claustrophobia,Dice Rolling, Grid Movement, Modular Board, Variable Player Powers,NaN,NaN
31594,In the Year of the Dragon,Action Drafting, Events, Hand Management, Variable Phase Order,NaN,NaN
40765,Clash of Cultures,Action Points, Area Majority / Influence, Dice Rolling, Grid Movement, Hand Management, Modular Board
227789,Heaven & Ale,Highest-Lowest Scoring, Once-Per-Game Abilities, Rondel, Tile Placement, Time Track,NaN
8217,San Juan,Hand Management, Set Collection, Variable Phase Order,NaN,NaN,NaN
2653,Survive  Escape from Atlantis!,Action Points, Dice Rolling, Grid Movement, Map Reduction, Memory, Modular Board
15985,Blood Bowl  Living Rulebook,Dice Rolling, Grid Movement, Variable Player Powers,NaN,NaN,NaN
24480,The Pillars of the Earth,Events, Worker Placement, Worker Placement,NaN,NaN,NaN
262712,Res Arcana,Card Drafting, Hand Management, Take That, Variable Player Powers,NaN,NaN
121,Frank Herbert's Dune,Alliances, Area Majority / Influence, Area Movement, Auction/Bidding, Hand Management, Team-Based Game
9217,Saint Petersburg,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
63628,The Manhattan Project,Drafting, Race, Take That, Worker Placement, Worker Placement,NaN
243,Advanced Squad Leader Rule Book,Critical Hits and Failures, Dice Rolling, Hexagon Grid, Line of Sight, Modular Board, Scenario / Mission / Campaign Game
71,Civilization,Area Majority / Influence, Area Movement, Hand Management, Set Collection, Tech Trees / Tech Tracks, Trading
54625,Space Hulk (third edition),Action Points, Dice Rolling, Grid Movement, Modular Board,NaN,NaN
124708,Mice and Mystics,Area Movement, Cooperative Game, Dice Rolling, Role Playing, Storytelling, Variable Player Powers
186751,Mythic Battles  Pantheon,Area Movement, Campaign / Battle Card Driven, Card Drafting, Cooperative Game, Dice Rolling, Hand Management
198773,Codenames  Pictures XXL,Communication Limits, Memory, Push Your Luck, Team-Based Game,NaN,NaN
39683,At the Gates of Loyang,Card Drafting, Contracts, Set Collection,NaN,NaN,NaN
21348,Ticket to Ride  M\u00e4rklin,Card Drafting, Hand Management, Network and Route Building, Point to Point Movement, Set Collection,NaN
90137,Blood Bowl  Team Manager \u2013 The Card Game,Area Majority / Influence, Card Drafting, Deck, Dice Rolling, Hand Management,NaN
144592,Bruxelles 1893,Area Majority / Influence, Auction/Bidding, Card Drafting, Modular Board, Worker Placement,NaN
70323,King of Tokyo,Card Drafting, Dice Rolling, King of the Hill, Player Elimination, Push Your Luck,NaN
199042,Harry Potter  Hogwarts Battle,Cooperative Game, Deck, Variable Player Powers,NaN,NaN,NaN
154809,Nippon,Area Majority / Influence, Variable Phase Order,NaN,NaN,NaN,NaN
234487,Altiplano,Action Points, Contracts, Deck, Variable Player Powers,NaN,NaN
286096,Tapestry,Dice Rolling, Hand Management, Solo / Solitaire Game, Tech Trees / Tech Tracks, Tile Placement, Track Movement
172,\u0e1a\u0e49\u0e32\u0e19\u0e19\u0e35\u0e49\u0e02\u0e32\u0e22!,Auction/Bidding, Auction: Sealed Bid, Auction: Turn Order Until Pass, Hand Management, Selection Order Bid,NaN
55670,Macao,Action Points, Card Drafting, Dice Rolling, Hand Management, Network and Route Building, Pick-up and Deliver
204305,Sherlock Holmes Consulting Detective  Jack the Ripper & West End Adventures,Cooperative Game, Solo / Solitaire Game, Storytelling,NaN,NaN,NaN
123123,BattleCON  Devastation of Indines,Hand Management, Point to Point Movement, Simultaneous Action Selection, Variable Player Powers,NaN,NaN
256226,Azul  Stained glass of Sintra \/ Les vitraux de Sintra,Card Drafting, Drafting, End Game Bonuses, Pattern Building, Set Collection, Tile Placement
66188,Fresco,Action Queue, Grid Movement, Set Collection, Simultaneous Action Selection,NaN,NaN
15987,Arkham Horror,Cooperative Game, Dice Rolling, Hand Management, Point to Point Movement, Role Playing, Semi-Cooperative Game
192458,51st State  Master Set,Card Drafting, Hand Management, Variable Phase Order, Worker Placement,NaN,NaN
166669,San Juan (Second Edition),Hand Management, Set Collection, Variable Phase Order,NaN,NaN,NaN
40354,Maria,Hand Management, Point to Point Movement, Secret Unit Deployment, Simulation,NaN,NaN
219513,Berenpark,Card Drafting, Grid Coverage, Set Collection, Tile Placement,NaN,NaN
96913,Lancaster,Area Majority / Influence, Auction/Bidding, Voting, Worker Placement, Worker Placement,NaN
79828,A Few Acres of Snow,Area Majority / Influence, Card Drafting, Deck, Hand Management, Point to Point Movement,NaN
232405,Western Legends,Action Points, Area Movement, Betting and Bluffing, Hand Management, Pick-up and Deliver, Take That
105134,Risk Legacy,Area Movement, Card Drafting, Dice Rolling, Legacy Game, Player Elimination, Variable Player Powers
246784,Cryptid,Hexagon Grid, Modular Board,NaN,NaN,NaN,NaN
257501,KeyForge  Call of the Archons,Hand Management, Take That,NaN,NaN,NaN,NaN
195539,The Godfather  Corleone's Empire,Area Majority / Influence, Auction/Bidding, Card Drafting, Hand Management, Memory, Take That
66362,Glen More,Commodity Speculation, Dice Rolling, Grid Movement, Rondel, Set Collection, Tile Placement
176396,Quadropolis,Hand Management, Pattern Building, Set Collection, Tile Placement,NaN,NaN
100901,Flash Point  Fire Rescue,Action Points, Cooperative Game, Dice Rolling, Grid Movement, Pick-up and Deliver, Simulation
256960,Pax Pamir (Second Edition),Area Majority / Influence, Area Movement, Card Drafting, Hand Management, Simulation,NaN
151347,Millennium Blades,Card Drafting, Commodity Speculation, Hand Management, Set Collection, Simulation, Trading
50,Lost Cities,Hand Management, Score-and-Reset Game, Set Collection,NaN,NaN,NaN
194594,Dice Forge,Card Drafting, Deck, Dice Rolling,NaN,NaN,NaN
25417,BattleLore,Campaign / Battle Card Driven, Command Cards, Dice Rolling, Grid Movement, Hand Management, Modular Board
18833,Lord of the Rings  The Confrontation (Deluxe Edition),Area Movement, Hand Management, Secret Unit Deployment, Simultaneous Action Selection, Variable Player Powers,NaN
138161,Firefly  The Game,Area Movement, Card Drafting, Dice Rolling, Pick-up and Deliver, Take That, Trading
63888,Innovation,Hand Management, Melding and Splaying, Variable Phase Order,NaN,NaN,NaN
224783,Vindication,Area Majority / Influence, Dice Rolling, Modular Board, Variable Phase Order,NaN,NaN
27162,Kingsburg,Dice Rolling, Worker Placement with Dice Workers,NaN,NaN,NaN,NaN
128996,1775  Rebellion,Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Team-Based Game, Variable Player Powers
165722,KLASK,Action / Dexterity, Real-time,NaN,NaN,NaN,NaN
11170,Heroscape Master Set  Rise of the Valkyrie,Dice Rolling, Grid Movement, Line of Sight, Modular Board,NaN,NaN
5404,Amun-Re,Area Majority / Influence, Auction/Bidding, Auction: Fixed Placement, Constrained Bidding,NaN,NaN
157969,Sheriff of Nottingham,Bribery, Card Drafting, Hand Management, Role Playing, Set Collection,NaN
250458,G\u00f9g\u014dng,Hand Management, Set Collection, Worker Placement,NaN,NaN,NaN
150658,Pandemic  The Cure,Cooperative Game, Dice Rolling, Hand Management, Point to Point Movement, Push Your Luck, Set Collection
246192,Gizmos,Card Drafting,NaN,NaN,NaN,NaN,NaN
137408,Amerigo,Action Points, Cube Tower, Grid Movement, Modular Board, Tile Placement,NaN
146791,Shadows of Brimstone  City of the Ancients,Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Variable Player Powers
242302,Space Base,Card Drafting, Dice Rolling,NaN,NaN,NaN,NaN
111341,The Great Zimbabwe,Auction/Bidding, Card Drafting, Modular Board, Network and Route Building, Tile Placement, Variable Player Powers
712,Blood Bowl (Third Edition),Dice Rolling, Grid Movement, Variable Player Powers,NaN,NaN,NaN
128671,Spartacus  A Game of Blood & Treachery,Auction/Bidding, Betting and Bluffing, Dice Rolling, Grid Movement, Hand Management, Trading
229220,Santa Maria,Card Drafting, Dice Rolling, Network and Route Building, Set Collection, Tile Placement, Variable Player Powers
209418,Dominion (Second Edition),Card Drafting, Deck, Hand Management,NaN,NaN,NaN
161614,Stockpile,Auction/Bidding, Card Drafting, Commodity Speculation, Investment, Stock Holding,NaN
17226,Descent  Journeys in the Dark,Dice Rolling, Grid Movement, Modular Board, Role Playing, Team-Based Game, Variable Player Powers
136063,\u05d4\u05de\u05d3\u05d1\u05e8 \u05d4\u05e0\u05e2\u05dc\u05dd,Action Points, Cooperative Game, Grid Movement, Hand Management, Modular Board, Pick-up and Deliver
83330,Mansions of Madness,Area Movement, Dice Rolling, Hand Management, Modular Board, Pick-up and Deliver, Role Playing
65781,London,Card Drafting, Hand Management,NaN,NaN,NaN,NaN
95527,Madeira,Area Majority / Influence, Dice Rolling, Turn Order: Pass Order, Worker Placement, Worker Placement with Dice Workers,NaN
215341,Thunderstone Quest,Deck,NaN,NaN,NaN,NaN,NaN
875,Roads & Boats,Grid Movement, Line Drawing, Modular Board, Network and Route Building, Pick-up and Deliver,NaN
177639,Raptor,Action Points, Grid Movement, Hand Management, Modular Board, Simultaneous Action Selection, Take That
34219,Scripts and Scribes,Auction/Bidding, Card Drafting, Hand Management, Push Your Luck, Set Collection,NaN
187617,Nemo's War (Second Edition),Action Points, Area Majority / Influence, Area Movement, Cooperative Game, Dice Rolling, Push Your Luck
102652,Sentinels of the Multiverse,Cooperative Game, Hand Management, Solo / Solitaire Game, Variable Player Powers,NaN,NaN
192153,Pandemic  Reign of Cthulhu,Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Trading
162082,Deus,Area Majority / Influence, Grid Movement, Hand Management, Modular Board, Network and Route Building,NaN
58421,Egizia,Card Drafting, Time Track, Worker Placement,NaN,NaN,NaN
170771,Sword & Sorcery  Immortal Souls,Action Points, Area Movement, Cooperative Game, Dice Rolling, Modular Board, Role Playing
183562,Star Wars  X-Wing Miniatures Game \u2013 The Force Awakens Core Set,Action Queue, Critical Hits and Failures, Dice Rolling, Variable Player Powers,NaN,NaN
98778,Hanabi Deluxe,Communication Limits, Cooperative Game, Hand Management, Memory, Set Collection,NaN
62222,Commands & Colors  Napoleonics,Campaign / Battle Card Driven, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Simulation
36553,Time's Up! Title Recall!,Acting, Communication Limits, Memory, Team-Based Game,NaN,NaN
105551,Archipelago,Area Majority / Influence, Auction/Bidding, Commodity Speculation, Hexagon Grid, Modular Board, Semi-Cooperative Game
155987,Abyss,Auction/Bidding, Card Drafting, Hand Management, Push Your Luck, Set Collection,NaN
62227,Labyrinth  The War on Terror,Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Solo / Solitaire Game
184921,Bunny Kingdom,Area Majority / Influence, Card Drafting,NaN,NaN,NaN,NaN
158899,Colt Express,Action Queue, Hand Management, Memory, Modular Board, Programmed Movement, Simultaneous Action Selection
97786,Small World Underground,Area Majority / Influence, Area Movement, Dice Rolling, Variable Player Powers,NaN,NaN
13,The Settlers of Catan,Dice Rolling, Hexagon Grid, Income, Modular Board, Network and Route Building, Race
171668,The Grizzled,Communication Limits, Cooperative Game, Hand Management, Push Your Luck, Variable Player Powers,NaN
150,PitchCar,Flicking, Modular Board, Race,NaN,NaN,NaN
206941,First Class  All Aboard the Orient Express!,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
133848,Euphoria  Build a Better Dystopia,Dice Rolling, Hand Management, Race, Set Collection, Variable Player Powers, Worker Placement
119506,Freedom  The Underground Railroad,Cooperative Game, Pick-up and Deliver, Point to Point Movement, Solo / Solitaire Game, Variable Player Powers,NaN
147949,One Night Ultimate Werewolf,Role Playing, Traitor Game, Variable Player Powers, Voting,NaN,NaN
127398,Legends of Andor,Area Movement, Cooperative Game, Dice Rolling, Variable Player Powers,NaN,NaN
43570,Friday,Deck, Hand Management, Solo / Solitaire Game,NaN,NaN,NaN
133038,Pathfinder Adventure Card Game  Rise of the Runelords \u2013 Base Set,Cooperative Game, Deck, Dice Rolling, Hand Management, Role Playing, Scenario / Mission / Campaign Game
47,Chinatown,Set Collection, Tile Placement, Trading,NaN,NaN,NaN
90419,Airlines Europe,Card Drafting, Investment, Network and Route Building, Set Collection, Stock Holding,NaN
42052,Vinhos,Area Majority / Influence, Worker Placement,NaN,NaN,NaN,NaN
218603,Photosynthesis,Action Points,NaN,NaN,NaN,NaN,NaN
125618,Libertalia,Hand Management, Set Collection, Simultaneous Action Selection, Variable Phase Order,NaN,NaN
128271,Ginkgopolis,Area Majority / Influence, Card Drafting, Simultaneous Action Selection, Solo / Solitaire Game, Tile Placement,NaN
15062,Shadows over Camelot,Cooperative Game, Dice Rolling, Hand Management, Player Elimination, Set Collection, Team-Based Game
156546,Monikers,Acting, Card Drafting, Role Playing,NaN,NaN,NaN
478,Citadels Classic,Action Drafting, Card Drafting, Set Collection, Turn Order: Role Order, Variable Player Powers,NaN
194607,Mystic Vale,Deck, Push Your Luck,NaN,NaN,NaN,NaN
92415,Skull & Roses Red,Auction/Bidding, Hand Management, Player Elimination,NaN,NaN,NaN
31999,TZAAR,Grid Movement,NaN,NaN,NaN,NaN,NaN
73171,Earth Reborn,Action Points, Card Drafting, Dice Rolling, Grid Movement, Hand Management, Modular Board
34119,Tales of the Arabian Nights,Dice Rolling, Narrative Choice / Paragraph, Point to Point Movement, Role Playing, Solo / Solitaire Game, Storytelling
244711,Newton,Card Drafting, Deck, Hand Management, Point to Point Movement, Tile Placement,NaN
475,Taj Mahal,Auction/Bidding, Card Drafting, Hand Management, Network and Route Building, Set Collection,NaN
241451,Aeon's End  Legacy,Card Drafting, Cooperative Game, Deck, Hand Management, Legacy Game, Solo / Solitaire Game
27173,Vikings,Auction/Bidding, Auction: Dutch, Rondel, Tile Placement,NaN,NaN
193042,Junk Art  \u03b7 \u03a4\u03ad\u03c7\u03bd\u03b7 \u03c4\u03b7\u03c2 \u0399\u03c3\u03bf\u03c1\u03c1\u03bf\u03c0\u03af\u03b1\u03c2,Hand Management, Player Elimination, Stacking and Balancing,NaN,NaN,NaN
163968,Elysium,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
191862,Imhotep,Area Majority / Influence, Modular Board, Set Collection,NaN,NaN,NaN
372,Schotten Totten,Hand Management, Set Collection,NaN,NaN,NaN,NaN
3685,Hammer of the Scots,Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Secret Unit Deployment, Simultaneous Action Selection
215311,Downforce,Auction/Bidding, Betting and Bluffing, Hand Management, Moving Multiple Units, Race, Variable Player Powers
9674,Mensa Connections,Hand Management, Highest-Lowest Scoring, Pattern Building, Team-Based Game, Tile Placement,NaN
20437,Lords of Vegas,Area Majority / Influence, Dice Rolling, Tile Placement, Trading,NaN,NaN
192836,The Colonists,Area Movement, Card Drafting, Hand Management, Modular Board, Tile Placement, Worker Placement
221965,The Fox in the Forest,Hand Management, Trick-taking,NaN,NaN,NaN,NaN
205359,Star Wars  Destiny,Dice Rolling, Hand Management, Variable Player Powers,NaN,NaN,NaN
169255,A Game of Thrones  The Card Game (Second Edition),Card Drafting, Hand Management, Simultaneous Action Selection, Variable Player Powers,NaN,NaN
21790,Thurn and Taxis,Card Drafting, Hand Management, Network and Route Building, Set Collection,NaN,NaN
160010,Conan,Action Points, Area Movement, Dice Rolling, Player Elimination, Team-Based Game, Variable Phase Order
141572,Paperback,Card Drafting, Cooperative Game, Deck,NaN,NaN,NaN
276025,Maracaibo,Contracts, End Game Bonuses, Hand Management, Income, Point to Point Movement, Scenario / Mission / Campaign Game
