objectid,publisher,publisher,publisher,publisher,publisher,publisher
90137,Fantasy Flight Games, Edge Entertainment, Galakta, Game Harbor, Heidelberger Spieleverlag, Stratelibri
144592,Pearl Games, Asmodee, Heidelberger Spieleverlag, uplay.it edizioni, Z-Man Games,NaN
70323,IELLO, Bergsala Enigma, Bureau De Juegos, Delta Vision Publishing, Devir, Egmont Polska
199042,USAopoly, Asmodee, KOSMOS, Rebel, Reflexshop, REXhry
154809,Whats Your Game?, Asmodee, Ghenos Games, hobbity.eu,NaN,NaN
234487,dlp games, Angry Lion Games, Arclight, Arrakis Games, Baldar, GaGa Games
286096,Stonemaier Games, 999 Games, Albi, Delta Vision Publishing, Feuerland Spiele, Ghenos Games
172,Albi, AURUM, Baborka Games, Brain Games, Compaya.hu - Gamer Cafu00e9 Kft., Competo / Marektoy
55670,alea, Ravensburger Spieleverlag GmbH, Rio Grande Games, White Goblin Games,NaN,NaN
204305,Asmodee, Asterion Press, CrowD Games, Rebel, Space Cowboys,NaN
123123,Level 99 Games, Banana Games,NaN,NaN,NaN,NaN
256226,Next Move Games, Asmodee, Broadway Toys LTD, Galu00e1pagos Jogos, Gu00e9m Klub Kft., Ghenos Games
66188,Queen Games, Arclight, Competo / Marektoy, Devir, Piatnik,NaN
15987,Fantasy Flight Games, ADC Blackfire Entertainment, Arclight, Delta Vision Publishing, Edge Entertainment, Galakta
192458,Portal Games, Edge Entertainment, GaGa Games,NaN,NaN,NaN
166669,alea, Ravensburger Spieleverlag GmbH, Broadway Toys LTD, Giochi Uniti, Grow Jogos e Brinquedos, Lacerta
40354,Histogame,NaN,NaN,NaN,NaN,NaN
219513,Lookout Games, 999 Games, Funforge, GaGa Games, GoKids u73a9u6a02u5c0fu5b50, Hobby Japan
96913,Queen Games,NaN,NaN,NaN,NaN,NaN
79828,Treefrog Games, Asmodee, Asterion Press,NaN,NaN,NaN
232405,Kolossal Games, Board Game Box, Funiverse, Gu00e9m Klub Kft., Lavka Games, Maldito Games
105134,Hasbro, Heidelberger Spieleverlag, Wizards of the Coast,NaN,NaN,NaN
246784,17wanzy (Yihu BG), Do it games, Fabrika Igr, Origames, Osprey Games, Playagame Edizioni
257501,Fantasy Flight Games, Asmodee, Asterion Press, Galu00e1pagos Jogos, Rebel,NaN
195539,CMON Limited, ADC Blackfire Entertainment, Asmodee, Asterion Press, CrowD Games, Edge Entertainment
66362,alea, Ravensburger Spieleverlag GmbH, Rio Grande Games,NaN,NaN,NaN
176396,Days of Wonder, ADC Blackfire Entertainment, Asterion Press, Edge Entertainment, Gu00e9m Klub Kft., GoKids u73a9u6a02u5c0fu5b50
100901,Indie Boards & Cards, 999 Games, Asmodee, Bard Centrum Gier, Devir, FunBox Jogos
256960,Spielworxx, Wehrlegig Games,NaN,NaN,NaN,NaN
151347,Level 99 Games, Game Harbor,NaN,NaN,NaN,NaN
50,KOSMOS, 999 Games, Albi, Competo / Marektoy, Devir, Filosofia u00c9ditions
194594,Libellud, Asmodee, Asterion Press, Broadway Toys LTD, Gu00e9m Klub Kft., Hobby Japan
25417,Days of Wonder, Fantasy Flight Games,NaN,NaN,NaN,NaN
18833,Edge Entertainment, Fantasy Flight Games, Galakta, Galu00e1pagos Jogos, Game Harbor, Giochi Uniti
138161,Gale Force Nine, Battlefront Miniatures Ltd, Devir, Heidelberger Spieleverlag,NaN,NaN
63888,Asmadi Games, Asterion Press, Hobby Japan, Hobby World, HomoLudicus, IELLO
224783,Orange Nebula,NaN,NaN,NaN,NaN,NaN
27162,Stratelibri, Edge Entertainment, ElfinWerks, Fantasy Flight Games, Heidelberger Spieleverlag, Hobby World
128996,Academy Games, ASYNCRON games, Ediciones MasQueOca, Schwerkraft-Verlag,NaN,NaN
165722,Competo / Marektoy, FantasTies, FoxMind, G3, Game Factory, Gigamic
11170,Hasbro, Milton Bradley,NaN,NaN,NaN,NaN
5404,Hans im Glu00fcck, Super Meeple, 999 Games, Conclave Editora, dV Giochi, Ediciones MasQueOca
157969,Arcane Wonders, ADC Blackfire Entertainment, Asmodee, Asterion Press, Broadway Toys LTD, Cool Mini Or Not
250458,Game Brewer, CrowD Games, Dexker Games, Ergo Ludo Editions, Games Factory, Kronos Games (Krogam)
150658,Z-Man Games, Asterion Press, Filosofia u00c9ditions, Hobby Japan, Lacerta,NaN
246192,CMON Limited, ADC Blackfire Entertainment, Asmodee, Board Game VN, BoardM Factory, Broadway Toys LTD
137408,Queen Games, Arclight,NaN,NaN,NaN,NaN
146791,Flying Frog Productions,NaN,NaN,NaN,NaN,NaN
242302,Alderac Entertainment Group, Arclight, Asmodee, Edge Entertainment,NaN,NaN
111341,Splotter Spellen,NaN,NaN,NaN,NaN,NaN
712,Games Workshop Ltd.,NaN,NaN,NaN,NaN,NaN
128671,Gale Force Nine, A1 Games, Battlefront Miniatures Ltd, Games Factory Publishing, Heidelberger Spieleverlag, Kronos Games (Krogam)
229220,Aporta Games, Arrakis Games, Dal Tenda, Granna, Jumping Turtle Games, Lavka Games
209418,999 Games, Conclave Editora, Devir, Games Factory, Hobby Japan, Rio Grande Games
161614,Nauvoo Games, GaGa Games, GoKids u73a9u6a02u5c0fu5b50,NaN,NaN,NaN
17226,Fantasy Flight Games, Arclight, Delta Vision Publishing, Edge Entertainment, Heidelberger Spieleverlag, Kaissa Chess & Games
136063,Gamewright, ADC Blackfire Entertainment, AURUM, Cocktail Games, Competo / Marektoy, Devir
83330,Fantasy Flight Games, Arclight, Edge Entertainment, Galakta, Heidelberger Spieleverlag, Stratelibri
65781,Treefrog Games, Osprey Games,NaN,NaN,NaN,NaN
95527,Whats Your Game?, 999 Games, hobbity.eu, IELLO, Red Glove,NaN
215341,Alderac Entertainment Group,NaN,NaN,NaN,NaN,NaN
875,Splotter Spellen,NaN,NaN,NaN,NaN,NaN
177639,Matagot, Hobby Japan, Lavka Games, Pegasus Spiele, Surfin Meeple China, Swan Panasia Co.
34219,Dr. Finns Games, Asterion Press, GaGa Games, Hobby Japan, HomoLudicus, IELLO
187617,Victory Point Games, Frosted Games, Game Salute, Maldito Games,NaN,NaN
102652,Greater Than Games, Gigante Jogos,NaN,NaN,NaN,NaN
192153,Z-Man Games, Asmodee, Asterion Press, Devir, Filosofia u00c9ditions, Hobby Japan
162082,Pearl Games, Asmodee, Asterion Press, Heidelberger Spieleverlag, Hobby Japan,NaN
58421,Hans im Glu00fcck, Bard Centrum Gier, IELLO, MINDOK, Rio Grande Games, Stupor Mundi
170771,Ares Games, Gremlin Project, Devir, GaGa Games, Galakta, Heidelberger Spieleverlag
183562,Delta Vision Publishing, Edge Entertainment, Fantasy Flight Games, Galakta, Galu00e1pagos Jogos, Giochi Uniti
98778,ABACUSSPIELE, Cocktail Games, Les 12 Singes, Asmodee, Brain Games, Broadway Toys LTD
62222,GMT Games,NaN,NaN,NaN,NaN,NaN
36553,R&R Games,NaN,NaN,NaN,NaN,NaN
105551,Ludically, Asmodee,NaN,NaN,NaN,NaN
155987,Bombyx, Asmodee, Asterion Press, Do it games, Galu00e1pagos Jogos, Rebel
62227,GMT Games, Asterion Press, Bard Centrum Gier, Udo Grebe Gamedesign,NaN,NaN
184921,IELLO, Bureau De Juegos, Buru00f3, Devir, Egmont Polska, GaGa Games
158899,Ludonaute, Asmodee, Asterion Press, Broadway Toys LTD, Fantasmagoria, Gu00e9m Klub Kft.
97786,Days of Wonder, Edge Entertainment, Giochi Uniti, Hobby Japan, Hobby World, Rebel
13,KOSMOS, 999 Games, Albi, Astrel Games, Bergsala Enigma, Brain Games
171668,Sweet Games, BoardM Factory, CMON Limited, Lavka Games, Ludonova, Oliphante
150,Ferti, Goldsieber Spiele, Historien Spiele Galerie (Historien Spielegalerie), Lautapelit.fi, Vision,NaN
206941,Hans im Glu00fcck, 999 Games, Arclight, Broadway Toys LTD, Devir, Z-Man Games
133848,Stonemaier Games, ADC Blackfire Entertainment, ADC Blackfire Entertainment GmbH, Fire on Board Jogos, GaGa Games, Morning Players
119506,Academy Games, (Web published), ASYNCRON games,NaN,NaN,NaN
147949,Bu00e9zier Games, Lacerta, Playfun Games, Ravensburger Spieleverlag GmbH, Siam Board Games, Viravi Edicions
127398,KOSMOS, 999 Games, Albi, Arclight, Devir, Fantasmagoria
43570,2F-Spiele, 999 Games, Arclight, Edge Entertainment, Filosofia u00c9ditions, Kaissa Chess & Games
133038,Paizo Publishing, Arclight, Black Book Editions, Devir, Giochi Uniti, Heidelberger Spieleverlag
47,alea, Ravensburger Spieleverlag GmbH, (Unknown), Competo / Marektoy, Filosofia u00c9ditions, Heidelberger Spieleverlag
90419,ABACUSSPIELE, Competo / Marektoy, Filosofia u00c9ditions, G3, Hobby Japan, Hobby World
42052,Whats Your Game?, hobbity.eu, HUCH!, Hutter Trade GmbH + Co KG, IELLO, Red Glove
218603,Blue Orange (EU), Blue Orange Games, 2 Pionki, Asmodee, Broadway Toys LTD, Fantasmagoria
125618,Marabunta, Asmodee, Asterion Press,NaN,NaN,NaN
128271,Pearl Games, Heidelberger Spieleverlag, uplay.it edizioni, Z-Man Games,NaN,NaN
15062,Days of Wonder,NaN,NaN,NaN,NaN,NaN
156546,Palm Court,NaN,NaN,NaN,NaN,NaN
478,Hans im Glu00fcck, (Unknown), 999 Games, Arclight, Asmodee, Bergsala Enigma
194607,Alderac Entertainment Group, Angry Lion Games, Arclight, Pegasus Spiele, Raven Distribution,NaN
92415,Asmodee, Gu00e9m Klub Kft., Granna, Lui-mu00eame,NaN,NaN
31999,Don & Co., HUCH!, Rebel, Rio Grande Games, Smart Toys and Games,NaN
73171,Ludically, Z-Man Games,NaN,NaN,NaN,NaN
34119,Z-Man Games, Devir, Filosofia u00c9ditions, Giochix.it, MYBG Co.,NaN
244711,Cranio Creations, CMON Limited, Delta Vision Publishing, Ediciones MasQueOca, Lucrum Games, Meeple BR Jogos
475,alea, Ravensburger Spieleverlag GmbH, ABACUSSPIELE, Quined White Goblin Games, Rio Grande Games, Ystari Games
241451,Indie Boards & Cards, SD Games,NaN,NaN,NaN,NaN
27173,Hans im Glu00fcck, Albi, Filosofia u00c9ditions, MINDOK, Rio Grande Games, Smart Ltd
193042,Hobby Japan, Kaissa Chess & Games, Ludonova, Pretzel Games,NaN,NaN
163968,Space Cowboys, Asmodee, Asterion Press, Rebel,NaN,NaN
191862,KOSMOS, Arclight, Devir, Galakta, Giochi Uniti, IELLO
372,ASS Altenburger Spielkarten, Bureau De Juegos, Buru00f3, Cube Factory of Ideas, Edge Entertainment, Gemblo
3685,Columbia Games, Banana Games, Do it games,NaN,NaN,NaN
215311,Restoration Games, 2 Pionki, Devir, Fabrika Igr, Happy Baobab, Hobby Japan
9674,KOSMOS, 999 Games, Bard Centrum Gier, Brain Games, Damm / Egmont, Devir
20437,Mayfair Games, Zvezda,NaN,NaN,NaN,NaN
192836,Lookout Games, Cranio Creations, Mayfair Games,NaN,NaN,NaN
221965,Foxtrot Games, Renegade Game Studios, Gen-X Games, Lavka Games, Mandoo Games, Reflexshop
205359,Fantasy Flight Games, Asmodee, Asterion Press, Delta Vision Publishing, Edge Entertainment, Galakta
169255,Fantasy Flight Games, ADC Blackfire Entertainment, Asterion Press, Edge Entertainment, Galakta, Heidelberger Spieleverlag
21790,Hans im Glu00fcck, 999 Games, Albi, Bard Centrum Gier, Hobby World, Lautapelit.fi
160010,Monolith,NaN,NaN,NaN,NaN,NaN
141572,Fowers Games, (Self-Published), (Web published), Baldar, MS Edizioni,NaN
276025,Games Up, Capstone Games, dlp games, Ediciones MasQueOca, Fishbone Games, Super Meeple
22827,Fantasy Flight Games, Edge Entertainment, Heidelberger Spieleverlag, Korea Boardgames co., Nexus Editrice, Smart Ltd
6472,Fantasy Flight Games, Beacon Multimedia S.A., Delta Vision Publishing, Devir, Galakta, Heidelberger Spieleverlag
18,Wizards of the Coast, 999 Games, AMIGO, Avalon Hill Games, Hasbro, Play Factory
97842,Czech Games Edition, Arclight, GaGa Games, Heidelberger Spieleverlag, IELLO, MINDOK
155703,North Star Games, (Web published), Egmont Polska, Funforge, Gameland u6e38u620fu5927u9646, Gu00e9m Klub Kft.
39351,Mayfair Games, Warfrog Games, 999 Games, IELLO, Lookout Games, Phalanx Games Polska
140603,Kayal Games, Eagle-Gryphon Games, HUCH!, Ystari Games,NaN,NaN
15363,Avalon Hill Games, Fantasy Flight Games,NaN,NaN,NaN,NaN
257499,Fantasy Flight Games, Arclight, Asmodee, Asmodee Italia, Asterion Press, Delta Vision Publishing
39938,Quined White Goblin Games, Bard Centrum Gier, Eagle-Gryphon Games, HUCH!, Zvezda,NaN
27746,Days of Wonder, Tasty Minstrel Games, Edge Entertainment,NaN,NaN,NaN
260428,Asmodee, Gu00e9m Klub Kft., Lifestyle Boardgames Ltd, Rebel, Z-Man Games,NaN
265736,Alderac Entertainment Group, All In Games, Arrakis Games, Broadway Toys LTD, Fractal Juegos, Korea Boardgames co.
31730,Queen Games, Winsome Games, G3, M-u00c1gnes,NaN,NaN
2346,Corfix, Don & Co., HUCH!, Rebel, Rio Grande Games, Smart Toys and Games
133473,Adventureland Games, ADC Blackfire Entertainment, AURUM, Cocktail Games, Devir, FoxMind Israel
180974,Horrible Guild, 999 Games, ADC Blackfire Entertainment, BoardM Factory, CMON Limited, Edge Entertainment
232043,Blackrock Games, Blue Orange (EU), Blue Orange Games, FoxGames, Gu00e9m Klub Kft., Happy Baobab
181530,Fantasy Flight Games, Arclight, Asterion Press, Edge Entertainment, Galakta, Heidelberger Spieleverlag
119432,Surprised Stare Games Ltd, Asmodee, Indie Boards & Cards, Lookout Games, NSKN Games, uplay.it edizioni
209778,Sit Down!, 2Tomatoes, Broadway Toys LTD, Conclave Editora, Dude Games, Fantasmagoria
144189,GMT Games,NaN,NaN,NaN,NaN,NaN
144797,Level 99 Games,NaN,NaN,NaN,NaN,NaN
17405,Deep Thought Games, GMT Games, Golden Spike Games,NaN,NaN,NaN
236191,Osprey Games, Game Harbor, Lavka Games, Maldito Games, Origames, sternenschimmermeer
151022,Eagle-Gryphon Games,NaN,NaN,NaN,NaN,NaN
11,AMIGO, 999 Games, Brain Games, Copag Cards, Corfix, G3
159508,Hall Games, Arclight, Asterion Press, Fullcap Games, Maldito Games, Matagot
12942,AMIGO, 999 Games, Asmodee, Dal Negro, Dr. Wood Challenge Centre, G3
42776,Fantasy Flight Games, Edge Entertainment, Galakta, Heidelberger Spieleverlag,NaN,NaN
245934,alea, Broadway Toys LTD, Maldito Games, Ravensburger Spieleverlag GmbH,NaN,NaN
9625,Warfrog Games, Arclight, Eagle-Gryphon Games,NaN,NaN,NaN
113924,CMON Limited, Guillotine Games, Asmodee, Asterion Press, Black Monk, BoardM Factory
1513,The Avalon Hill Game Co, Valley Games, Descartes Editeur, Edge Entertainment, Phalanx Games Deutschland, Wargames Club Publishing
156009,Pegasus Spiele, 999 Games, Bard Centrum Gier, Brain Games, cutia.ro, Ediciones MasQueOca
183251,Conclave Editora, HABA, Swan Panasia Co.,NaN,NaN,NaN
116998,Alderac Entertainment Group, Pegasus Spiele, Wargames Club Publishing,NaN,NaN,NaN
91312,Treefrog Games, Devir, Esdevium, IELLO, Kaissa Chess & Games, KOSMOS
143519,Funforge, Asterion Press, Gen-X Games, Passport Game Studios,NaN,NaN
174785,ASYNCRON games, Academy Games, Ediciones MasQueOca, Giochix.it, IGAMES, PHALANX
171,(Public Domain), (Unknown), 3M, Adams Brothers & Shardlow Ltd., Air France, Allied Van Lines
271896,Fantasy Flight Games, ADC Blackfire Entertainment, Asmodee, Asmodee Italia, Delta Vision Publishing, Edge Entertainment
153938,eggertspiele, 999 Games, Albi, Ediciones MasQueOca, Fantasmagoria, Filosofia u00c9ditions
130960,GMT Games,NaN,NaN,NaN,NaN,NaN
6249,Queen Games, Asterion Press, Corfix, Devir Games, Flick Game Studio, G3
42215,Zoch Verlag, Competo / Marektoy, The Game Master BV, Gigamic, Giochi Uniti, KADABRA
172308,alea, Ravensburger Spieleverlag GmbH, Arclight, Broadway Toys LTD, Grow Jogos e Brinquedos, Hobby World
121408,OKAZU Brand, Alderac Entertainment Group, Filosofia u00c9ditions, Game Harbor, Japon Brand, Pegasus Spiele
58281,Plaid Hat Games, Filosofia u00c9ditions, Galu00e1pagos Jogos, MINDOK, Uhrwerk Verlag,NaN
150997,Flying Frog Productions,NaN,NaN,NaN,NaN,NaN
121288,Libellud, Asmodee, Swan Panasia Co.,NaN,NaN,NaN
163166,Bu00e9zier Games, MYBG Co., Popcorn Games, Ravensburger Spieleverlag GmbH, White Goblin Games,NaN
233312,Plaid Hat Games, Asmodee, Asmodee Italia, CrowD Games, Cube Factory of Ideas, Edge Entertainment
4390,Hans im Glu00fcck, 999 Games, Albi, Devir, Hobby World, Lautapelit.fi
30869,Queen Games, Arclight, Corfix, Piatnik, Rebel,NaN
50750,Tasty Minstrel Games, 2Tomatoes, Lacerta, Pegasus Spiele,NaN,NaN
128780,Sierra Madre Games, Ediciones MasQueOca, Ion Game Design,NaN,NaN,NaN
142379,Eagle-Gryphon Games, Angry Lion Games, TLAMA games,NaN,NaN,NaN
3307,Queen Games,NaN,NaN,NaN,NaN,NaN
266524,Keymaster Games, Feuerland Spiele, Matagot,NaN,NaN,NaN
240196,Avalon Hill Games,NaN,NaN,NaN,NaN,NaN
134726,Alderac Entertainment Group, Bard Centrum Gier, Edge Entertainment, Galu00e1pagos Jogos, Hobby World, IELLO
131357,Indie Boards & Cards, La Mame Games, (Unknown), After 5 Games, El Dragu00f3n Azul, FoxGames
135219,Ares Games, Devir, Galakta, Heidelberger Spieleverlag, IELLO, Raven Distribution
212445,Games Workshop Ltd.,NaN,NaN,NaN,NaN,NaN
181521,Fantasy Flight Games, ADC Blackfire Entertainment, Asterion Press, Edge Entertainment, Galakta, Heidelberger Spieleverlag
84419,Banana Games, GMT Games,NaN,NaN,NaN,NaN
24508,Hans im Glu00fcck, Cranio Creations, Ferti, Rio Grande Games,NaN,NaN
65532,Eagle-Gryphon Games,NaN,NaN,NaN,NaN,NaN
503,KOSMOS, Delta Vision Publishing, Edge Entertainment, Fantasy Flight Games, Galakta, Hobby Japan
28023,GameWorks Su00e0RL, Asmodee, Asterion Press, Galu00e1pagos Jogos, Rebel,NaN
160495,Whats Your Game?, Asmodee, Ghenos Games, hobbity.eu,NaN,NaN
1353,Asmodee, Competo / Marektoy, Hobby World, Morapiaf, Piatnik, Pro Ludo
196326,Alderac Entertainment Group, Bard Centrum Gier, Hobby World, Kaissa Chess & Games, Pegasus Spiele, Z-Man Games
205398,(Unknown), 999 Games, Asmodee, Delta Vision Publishing, Edge Entertainment, Fantasmagoria
180511,Ystari Games,NaN,NaN,NaN,NaN,NaN
70512,Hall Games, Tasty Minstrel Games, Maldito Games, MS Edizioni, PaperGames (III), Pegasus Spiele
88,F.X. Schmid, ABACUSSPIELE, Devir, HUCH!, IDW Games, Ravensburger Spieleverlag GmbH
156858,Game Salute, Asmodee, Ludonova,NaN,NaN,NaN
126792,Ystari Games, ADC Blackfire Entertainment, Asterion Press, Rio Grande Games,NaN,NaN
586,The Avalon Hill Game Co, Hobby Japan, Wizards of the Coast,NaN,NaN,NaN
117959,alea, Ravensburger Spieleverlag GmbH, Broadway Toys LTD, Oya,NaN,NaN
30380,eggertspiele, Filosofia u00c9ditions, The Game Master BV, Hobby World, Kaissa Chess & Games, Korea Boardgames co.
216734,Mind Bottling Games, Roxley,NaN,NaN,NaN,NaN
3201,999 Games, Alga, Fantasy Flight Games, Galakta, Kaissa Chess & Games, KOSMOS
20963,Fantasy Flight Games, Delta Vision Publishing, Devir, Galakta, Heidelberger Spieleverlag, Hobby World
37904,Asmodee, ADC Blackfire Entertainment, Idea Edizioni, Zygomatic,NaN,NaN
21763,Hurrican, Brain Games, Galu00e1pagos Jogos, Lautapelit.fi, Neuroludic,NaN
10547,Avalon Hill Games, Wizards of the Coast, Asmodee, Hasbro,NaN,NaN
203416,KOSMOS, 999 Games, Devir, Dino Toys s. r. o., Galakta, Giochi Uniti
155624,Plaid Hat Games, Arclight, Nazca Games,NaN,NaN,NaN
36235,Catalyst Game Labs,NaN,NaN,NaN,NaN,NaN
170561,Daily Magic Games, (Self-Published), Conclave Editora, Crazy Pawn Games, Games Factory, Games Factory Publishing
282524,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
249259,Alderac Entertainment Group, Abraxas, Gigamic,NaN,NaN,NaN
123540,Funforge, Asterion Press, Bergsala Enigma, Devir, Galu00e1pagos Jogos, Gu00e9m Klub Kft.
113294,Queen Games, Rebel,NaN,NaN,NaN,NaN
162007,Roxley, (Web published), Games Factory Publishing, MYBG Co.,NaN,NaN
15364,Avalon Hill Games, Wizards of the Coast,NaN,NaN,NaN,NaN
111799,Banana Games, GMT Games,NaN,NaN,NaN,NaN
9823,Avalon Hill Games, Multi-Man Publishing,NaN,NaN,NaN,NaN
192457,Portal Games, Edge Entertainment, Galu00e1pagos Jogos, Pegasus Spiele,NaN,NaN
234277,Lookout Games, CrowD Games, Hobby Japan, Ludofy Creative, Mayfair Games, SD Games
46,AMIGO, ABACUSSPIELE, Asmodee, Grail Games, Lui-mu00eame, PaperGames (III)
68425,Tasty Minstrel Games, Arclight, Baldar, Edge Entertainment, Hobby World, Pegasus Spiele
13004,AMIGO, Maldito Games, Mayfair Games,NaN,NaN,NaN
158889,Cube Factory of Ideas, Plaid Hat Games,NaN,NaN,NaN,NaN
269210,Schmidt Spiele, 999 Games, Stronghold Games,NaN,NaN,NaN
79127,WizKids,NaN,NaN,NaN,NaN,NaN
179803,CMON Limited, Edge Entertainment, Spaghetti Western Games,NaN,NaN,NaN
269207,Schmidt Spiele, 999 Games, Devir, G3, North Star Games,NaN
168584,Alderac Entertainment Group, Cryptozoic Entertainment,NaN,NaN,NaN,NaN
73761,Rebel, Common Man Games, Ediciones MasQueOca, Heidelberger Spieleverlag, IGAMES, Lotus Frog Games
167400,Plaid Hat Games, Asterion Press, Cube Factory of Ideas, Edge Entertainment, Filosofia u00c9ditions, Heidelberger Spieleverlag
55600,Czech Games Edition, Heidelberger Spieleverlag, Rio Grande Games,NaN,NaN,NaN
2163,Games Workshop Ltd., Diseu00f1os Orbitales, ISA, Welt der Spiele,NaN,NaN
154825,Capstone Games, Enjoy Game, Maldito Games, Spielworxx,NaN,NaN
24800,Academy Games, Phalanx Games Deutschland,NaN,NaN,NaN,NaN
18098,Histogame, Simmons Games,NaN,NaN,NaN,NaN
107529,Queen Games, Bergsala Enigma, Lautapelit.fi, Rebel,NaN,NaN
31563,Fantasy Flight Games, Devir, Edge Entertainment, Giochi Uniti, Hobby Japan, KOSMOS
